row_idx,subject_id,sentence_index,task_name,source_file,target_string,seq_len
1676,YFR,321,task2-NR-2.0,resultsYFR_NR.mat,"He participated in various commands in the Pacific Theater and earned the rank of lieutenant, commanding a patrol torpedo boat or PT boat.",20
1677,YFR,323,task2-NR-2.0,resultsYFR_NR.mat,"He was born in Overisel, Michigan.",5
1678,YFR,324,task2-NR-2.0,resultsYFR_NR.mat,In 1923 he was awarded the inaugural Bôcher Memorial Prize by the American Mathematical Society.,14
1679,YFR,325,task2-NR-2.0,resultsYFR_NR.mat,The mathematician Garrett Birkhoff (1911-1996) was his son.,7
1680,YFR,328,task2-NR-2.0,resultsYFR_NR.mat,"He later became an educator, teaching music theory at the University of the District of Columbia; he was also director of the District of Columbia Music Center jazz workshop band.",22
1681,YFR,329,task2-NR-2.0,resultsYFR_NR.mat,"John Ellis ""Jeb"" Bush (born February 11, 1953), a Republican, is the forty-third and current Governor of Florida.",14
1682,YFR,330,task2-NR-2.0,resultsYFR_NR.mat,"He is a prominent member of the Bush family, the younger brother of President George W. Bush and the second son of former President George H. W. Bush and Barbara Bush.",22
1683,YFR,331,task2-NR-2.0,resultsYFR_NR.mat,"After earning his degree, Bush went to work in an entry level position in the international division of Texas Commerce Bank, which was run by Ben Love.",19
1684,YFR,332,task2-NR-2.0,resultsYFR_NR.mat,"Following the 1980 presidential election, Bush and his family moved to Miami-Dade County, Florida.",9
1685,YFR,333,task2-NR-2.0,resultsYFR_NR.mat,"He took a job in real estate with Armando Codina, a 32-year-old Cuban immigrant and self-made American millionaire.",14
1686,YFR,334,task2-NR-2.0,resultsYFR_NR.mat,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",16
1687,YFR,335,task2-NR-2.0,resultsYFR_NR.mat,"[4] Situated in Liberty City, Dade County, the school is located just outside of greater Miami, in an area plagued by poverty.",15
1688,YFR,336,task2-NR-2.0,resultsYFR_NR.mat,"The co-founder, working alongside Bush as a partner, was T. Williard Fair, a well-known local black activist and head of the Greater Miami Urban League.",14
1689,YFR,337,task2-NR-2.0,resultsYFR_NR.mat,"Governor Buddy MacKay (55% to 45%) to become governor, after courting moderate voters and Hispanics.",14
1690,YFR,338,task2-NR-2.0,resultsYFR_NR.mat,"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.",14
1691,YFR,341,task2-NR-2.0,resultsYFR_NR.mat,He regularly delivers speeches in both English and Spanish due to the large number of Spanish speaking residents of Florida.,15
1692,YFR,342,task2-NR-2.0,resultsYFR_NR.mat,"Their three children, now grown, are George P. (recently married), John E. ""Jeb"" Bush Jr. and Noelle.",17
1693,YFR,344,task2-NR-2.0,resultsYFR_NR.mat,"When Bush was six years old, the family moved to Houston, Texas.",8
1694,YFR,345,task2-NR-2.0,resultsYFR_NR.mat,"Bush stayed in Houston with another family to finish the school year, and spent most summers and holidays at the family estate, known as the Bush Compound.",22
1695,YFR,346,task2-NR-2.0,resultsYFR_NR.mat,"When Bush was seventeen, he went to Leon, Mexico, as part of his school's student exchange program.",14
1696,YFR,347,task2-NR-2.0,resultsYFR_NR.mat,"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.",13
1697,YFR,348,task2-NR-2.0,resultsYFR_NR.mat,"Jeb Bush was born in Midland, Texas, where his father was running an oil drilling company.",11
1698,YFS,0,task2-NR-2.0,resultsYFS_NR.mat,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",20
1699,YFS,1,task2-NR-2.0,resultsYFS_NR.mat,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",12
1700,YFS,2,task2-NR-2.0,resultsYFS_NR.mat,"With his interest in race cars, he formed a second company, the Henry Ford Company.",9
1701,YFS,3,task2-NR-2.0,resultsYFS_NR.mat,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",24
1702,YFS,4,task2-NR-2.0,resultsYFS_NR.mat,"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",19
1703,YFS,5,task2-NR-2.0,resultsYFS_NR.mat,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",26
1704,YFS,6,task2-NR-2.0,resultsYFS_NR.mat,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",14
1705,YFS,7,task2-NR-2.0,resultsYFS_NR.mat,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",25
1706,YFS,8,task2-NR-2.0,resultsYFS_NR.mat,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",12
1707,YFS,9,task2-NR-2.0,resultsYFS_NR.mat,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,14
1708,YFS,10,task2-NR-2.0,resultsYFS_NR.mat,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",25
1709,YFS,11,task2-NR-2.0,resultsYFS_NR.mat,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H. Wills.",22
1710,YFS,12,task2-NR-2.0,resultsYFS_NR.mat,Henry Ford advocated long-time associate Harry Bennett to take the spot.,10
1711,YFS,13,task2-NR-2.0,resultsYFS_NR.mat,"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position.",15
1712,YFS,15,task2-NR-2.0,resultsYFS_NR.mat,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",33
1713,YFS,16,task2-NR-2.0,resultsYFS_NR.mat,He is of three quarters Irish and one quarter French descent.,6
1714,YFS,17,task2-NR-2.0,resultsYFS_NR.mat,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",28
1715,YFS,18,task2-NR-2.0,resultsYFS_NR.mat,"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54.",11
1716,YFS,19,task2-NR-2.0,resultsYFS_NR.mat,He was married to actress Kim Basinger from 1993 to 2002.,6
1717,YFS,20,task2-NR-2.0,resultsYFS_NR.mat,"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office.",11
1718,YFS,21,task2-NR-2.0,resultsYFS_NR.mat,"In particular, Baldwin is one of the most frequent hosts of Saturday Night Live, leading the show eleven times and also making cameo appearances regularly.",15
1719,YFS,22,task2-NR-2.0,resultsYFS_NR.mat,He played William Barrett Travis in a movie about the Alamo called Thirteen Days of Glory.,12
1720,YFS,24,task2-NR-2.0,resultsYFS_NR.mat,"He is infamous for his 1994 appearance on Saturday Night Live as he potrays Mr. Armstrong, a scoutmaster who is a pedophile, he rips his shirt and puts his mouth around Adam Sandler's neck.",19
1721,YFS,26,task2-NR-2.0,resultsYFS_NR.mat,"In 1954 she, along with Bing Crosby, Danny Kaye, and Vera-Ellen, starred in the movie White Christmas.",12
1722,YFS,27,task2-NR-2.0,resultsYFS_NR.mat,"Clooney's first recordings, in May of 1946 were for Columbia Records as a singer with the big band of Tony Pastor.",14
1723,YFS,28,task2-NR-2.0,resultsYFS_NR.mat,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",26
1724,YFS,29,task2-NR-2.0,resultsYFS_NR.mat,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.",15
1725,YFS,30,task2-NR-2.0,resultsYFS_NR.mat,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers.,11
1726,YFS,31,task2-NR-2.0,resultsYFS_NR.mat,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German.",36
1727,YFS,32,task2-NR-2.0,resultsYFS_NR.mat,"In 1958, Clooney left Columbia, doing a number of recordings for MGM Records and then some for Coral Records.",11
1728,YFS,33,task2-NR-2.0,resultsYFS_NR.mat,"Finally, toward the end of 1958, she signed with RCA Victor Records, where she stayed until 1963 except for doing some recordings in 1960 for Reprise Records.",20
1729,YFS,34,task2-NR-2.0,resultsYFS_NR.mat,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",9
1730,YFS,35,task2-NR-2.0,resultsYFS_NR.mat,In 1966 she went to United Artists Records.,5
1731,YFS,36,task2-NR-2.0,resultsYFS_NR.mat,"In 1986 she sang a duet with Wild Man Fischer on ""It's a Hard Business"".",12
1732,YFS,37,task2-NR-2.0,resultsYFS_NR.mat,"Michael McManus (born February 5, 1959) is a syndicated columnist who wrote Ethics & Religion.",11
1733,YFS,38,task2-NR-2.0,resultsYFS_NR.mat,"On January 28, 2005 it was revealed that he accepted money from the George W. Bush administration to promote their marriage initiative program, which he did not disclose to his readers.",17
1734,YFS,39,task2-NR-2.0,resultsYFS_NR.mat,"Timothy Bush, Sr. (c. 1728 - c. 1815) - soldier.",6
1735,YFS,40,task2-NR-2.0,resultsYFS_NR.mat,"He is assumed to be the son of Richard Bush and Mary Fairbanks both of Dedham, Massachusetts.",13
1736,YFS,41,task2-NR-2.0,resultsYFS_NR.mat,By training he was a blacksmith but when the American Revolution broke out militia Captain Bush led a company of soldiers for the Continental Army.,11
1737,YFS,42,task2-NR-2.0,resultsYFS_NR.mat,"The family moved around 1810 to Springport, in Cayuga County in the Rochester, New York area.",8
1738,YFS,43,task2-NR-2.0,resultsYFS_NR.mat,"He died in Springport, New York in 1815.",6
1739,YFS,44,task2-NR-2.0,resultsYFS_NR.mat,"Through his son Timothy Bush, Jr., who was also a blacksmith, descended two American Presidents -George H. W. Bush and George W. Bush.",15
1740,YFS,45,task2-NR-2.0,resultsYFS_NR.mat,Bush was a soldier in the French and Indian Wars and a Captain in the American Revolution and is the great-great-great-great-great grandfather of president George W. Bush.,17
1741,YFS,46,task2-NR-2.0,resultsYFS_NR.mat,"They had five children after which they relocated to Norwich, Vermont where Bush was a Captain of a militia company.",11
1742,YFS,48,task2-NR-2.0,resultsYFS_NR.mat,"Eventually, John Winthrop decided to take Hutchinson out of power before her influence became too strong among the community's men.",14
1743,YFS,49,task2-NR-2.0,resultsYFS_NR.mat,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,15
1744,YFS,51,task2-NR-2.0,resultsYFS_NR.mat,Manning's Passer Rating in the Colts' playoff games against the Broncos and Kansas City Chiefs was a perfect 158.3.,15
1745,YFS,52,task2-NR-2.0,resultsYFS_NR.mat,"He coached at Winston-Salem State University from 1946 to 1993, compiling a 828-447 record.",10
1746,YFS,53,task2-NR-2.0,resultsYFS_NR.mat,He shared the honor with Tennessee Titans quarterback Steve McNair.,9
1747,YFS,55,task2-NR-2.0,resultsYFS_NR.mat,"He put up even more impressive numbers in his last season (3,819 yards, 36 touchdowns) and finished second in Heisman Trophy voting to The University of Michigan's Charles Woodson, although he was unable to beat arch rival University of Florida for the fourth consecutive time.",19
1748,YFS,56,task2-NR-2.0,resultsYFS_NR.mat,"His mother Jacqueline Kennedy was married to Greek shipping tycoon Aristotle Onassis from 1968 until Onassis's death in 1975, when John was 14 years old.",16
1749,YFS,57,task2-NR-2.0,resultsYFS_NR.mat,"By most accounts, Aristotle Onassis did not play a particularly significant role in young John's life.",11
1750,YFS,58,task2-NR-2.0,resultsYFS_NR.mat,He graduated in 1983 with a bachelor's degree in history.,4
1751,YFS,59,task2-NR-2.0,resultsYFS_NR.mat,Taylor was born with dual British and American citizenship.,9
1752,YFS,61,task2-NR-2.0,resultsYFS_NR.mat,"He was the son of Frederick V, King of Denmark, and his first consort Louisa, daughter of George II of Great Britain.",14
1753,YFS,62,task2-NR-2.0,resultsYFS_NR.mat,He ultimately sank into a condition of mental stupor.,7
1754,YFS,63,task2-NR-2.0,resultsYFS_NR.mat,"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.",11
1755,YFS,64,task2-NR-2.0,resultsYFS_NR.mat,"Symptoms during this time included paranoia, self-mutilation and hallucinations.",8
1756,YFS,65,task2-NR-2.0,resultsYFS_NR.mat,"He became submissive to upstart Johann Friedrich Struensee, who rose steadily in power in the late 1760s.",11
1757,YFS,66,task2-NR-2.0,resultsYFS_NR.mat,The neglected and lonely Caroline Mathilde drifted into an affair with Struensee.,8
1758,YFS,68,task2-NR-2.0,resultsYFS_NR.mat,Struensee was arrested and executed in that same year.,5
1759,YFS,69,task2-NR-2.0,resultsYFS_NR.mat,"Christian signed Struensee's arrest warrant with indifference, and under pressure from his paternal grandmother, Sophie Magdalene of Brandenburg-Kulmbach, who had led the movement to have the marriage dissolved.",21
1760,YFS,70,task2-NR-2.0,resultsYFS_NR.mat,"Caroline Mathilde, retaining her title but not her children, eventually left Denmark in exile and passed her remaining days in neighbouring Celle.",17
1761,YFS,71,task2-NR-2.0,resultsYFS_NR.mat,"She died of cancer there on May 11, 1775.",5
1762,YFS,73,task2-NR-2.0,resultsYFS_NR.mat,"Talia Shire (born April 25, 1946) is an American actress of Italian descent.",12
1763,YFS,74,task2-NR-2.0,resultsYFS_NR.mat,"He appeared in 1953's Miss Sadie Thompson opposite Rita Hayworth, in 1954's The Caine Mutiny and the MGM musical Deep in My Heart.",16
1764,YFS,75,task2-NR-2.0,resultsYFS_NR.mat,In 1955 Ferrer directed himself in The Shrike.,7
1765,YFS,76,task2-NR-2.0,resultsYFS_NR.mat,"The Cockleshell Heroes followed a year later, along with The Great Man.",7
1766,YFS,77,task2-NR-2.0,resultsYFS_NR.mat,In 1958 Ferrer appeared in I Accuse!,4
1767,YFS,78,task2-NR-2.0,resultsYFS_NR.mat,"Ferrer also directed, but did not appear in, Return to Peyton Place in 1961 and also the re-make of State Fair in 1962.",13
1768,YFS,79,task2-NR-2.0,resultsYFS_NR.mat,Clooney was Ferrer's third wife.,4
1769,YFS,80,task2-NR-2.0,resultsYFS_NR.mat,"The two were married in 1953, divorced in 1961, and remarried in 1964, only to be divorced again in 1967.",13
1770,YFS,81,task2-NR-2.0,resultsYFS_NR.mat,In 1950 Ferrer won an Academy Award for his portrayal of Cyrano de Bergerac in the 1950 film of that name.,13
1771,YFS,82,task2-NR-2.0,resultsYFS_NR.mat,"He played Cyrano yet again in the French movie, Cyrano et D'Artagnan.",6
1772,YFS,83,task2-NR-2.0,resultsYFS_NR.mat,Ferrer also had a recurring role as Julia Duffy's insanely wealthy Waspy father on the popular Newhart television sitcom in the U.S. in the 1980s.,17
1773,YFS,84,task2-NR-2.0,resultsYFS_NR.mat,He also had a memorable recurring role as elegant and flamboyant attorney Reuben Marino on the soap opera Another World in the early 1980s.,14
1774,YFS,85,task2-NR-2.0,resultsYFS_NR.mat,His nephew is the actor Jack Davenport.,4
1775,YFS,86,task2-NR-2.0,resultsYFS_NR.mat,He flew a P-38 Lightning in the North African campaign of November 1942.,11
1776,YFS,87,task2-NR-2.0,resultsYFS_NR.mat,"In his later years he became known as the last Australian politician to advocate, and use, capital punishment.",12
1777,YFS,88,task2-NR-2.0,resultsYFS_NR.mat,He was educated at Skipton primary school and Ballarat Grammar: he was the last Victorian Premier not to have a university education.,16
1778,YFS,90,task2-NR-2.0,resultsYFS_NR.mat,"Dole took many odd-jobs around Russell as a boy, and would later work as a soda jerk in the local drug store.",13
1779,YFS,91,task2-NR-2.0,resultsYFS_NR.mat,"He also ran unsuccessfully for the Republican Presidential nomination in 1980 and made a more serious bid for the Republican presidential nomination in 1988, losing to then-Vice President George H.W. Bush.",18
1780,YFS,92,task2-NR-2.0,resultsYFS_NR.mat,"The contest between the two was bitter, although they differed little on issues.",8
1781,YFS,93,task2-NR-2.0,resultsYFS_NR.mat,At one point when a newscaster was conducting a conversation with both of them he asked Dole if he had anything to say to Bush.,14
1782,YFS,94,task2-NR-2.0,resultsYFS_NR.mat,While in the Senate he also served as chairman of the Republican National Committee from 1971 until 1973.,10
1783,YFS,95,task2-NR-2.0,resultsYFS_NR.mat,"Dole studied Law at KU, but his studies were interrupted by the start of World War II.",8
1784,YFS,97,task2-NR-2.0,resultsYFS_NR.mat,He is of three quarters Irish and one quarter French descent.,7
1785,YFS,98,task2-NR-2.0,resultsYFS_NR.mat,"He was, for a short time, a commentator opposite Bill Clinton on CBS's 60 Minutes.",8
1786,YFS,99,task2-NR-2.0,resultsYFS_NR.mat,He guest-starred as himself on NBC's Brooke Shields sitcom Suddenly Susan in January 1997 (shortly after losing the presidential election).,15
1787,YFS,100,task2-NR-2.0,resultsYFS_NR.mat,"As their desire for wealth grows, they discard spiritual and creative values.",11
1788,YFS,101,task2-NR-2.0,resultsYFS_NR.mat,"Their greed leads to distrust and dishonesty, and eventually the society crumbles.",11
1789,YFS,102,task2-NR-2.0,resultsYFS_NR.mat,"In The Law of Civilisation and Decay (1895), Adams noted that as new population centers emerged in the west, centers of world trade shifted from Constantinople to Venice to Amsterdam to London.",23
1790,YFS,103,task2-NR-2.0,resultsYFS_NR.mat,He predicted in America's Economic Supremacy (1900) that New York would become the world trade center.,12
1791,YFS,104,task2-NR-2.0,resultsYFS_NR.mat,"She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.",11
1792,YFS,105,task2-NR-2.0,resultsYFS_NR.mat,"During the 1940s, Coppola worked under Arturo Toscanini with the NBC Symphony Orchestra.",11
1793,YFS,106,task2-NR-2.0,resultsYFS_NR.mat,He was the younger brother of actors Lionel and Ethel Barrymore and the grandfather of Drew Barrymore.,10
1794,YFS,107,task2-NR-2.0,resultsYFS_NR.mat,"They had two children, Dolores Ethel Mae Barrymore and John Drew Barrymore (father of Drew Barrymore).",12
1795,YFS,108,task2-NR-2.0,resultsYFS_NR.mat,"When she became pregnant, Barrymore proposed marriage.",4
1796,YFS,109,task2-NR-2.0,resultsYFS_NR.mat,"But White intervened, and arranged for the still-teenaged Evelyn to undergo an operation for appendicitis.",11
1797,YFS,110,task2-NR-2.0,resultsYFS_NR.mat,"White was later murdered by Nesbit's vengeful husband, Pittsburgh millionaire Harry K. Thaw.",12
1798,YFS,111,task2-NR-2.0,resultsYFS_NR.mat,"His dying words were 'Die? I should say not, dear fellow'.",8
1799,YFS,112,task2-NR-2.0,resultsYFS_NR.mat,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",9
1800,YFS,113,task2-NR-2.0,resultsYFS_NR.mat,No Barrymore would allow such a conventional thing to happen to him.,6
1801,YFS,114,task2-NR-2.0,resultsYFS_NR.mat,"According to Errol Flynn's memoirs, film director Raoul Walsh 'borrowed' Barrymore's body after the funeral, and left his corpse propped in a chair for a drunken Flynn to discover when he returned home from The Cock and Bull bar.",29
1802,YFS,115,task2-NR-2.0,resultsYFS_NR.mat,Other accounts of this classic Hollywood tale substitute actor Peter Lorre in the place of Walsh.,10
1803,YFS,116,task2-NR-2.0,resultsYFS_NR.mat,He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.,13
1804,YFS,117,task2-NR-2.0,resultsYFS_NR.mat,"He left home during the War of 1812 amd married in Rochester on November 8, 1821, Harriet Smith the daughter of Dr. Sanford Smith and Priscilla Whipple Smith.",15
1805,YFS,118,task2-NR-2.0,resultsYFS_NR.mat,He and his wife had seven children.,5
1806,YFS,119,task2-NR-2.0,resultsYFS_NR.mat,"With the aid of an aunt, the young Clampett designed the first Mickey Mouse dolls for Walt Disney.",13
1807,YFS,120,task2-NR-2.0,resultsYFS_NR.mat,She was a researcher and reporter at Thames Television [1980 to 1983].,7
1808,YFS,121,task2-NR-2.0,resultsYFS_NR.mat,"After two years of toiling in California he began passage home, by ship, to retrieve his family in New York.",12
1809,YFS,122,task2-NR-2.0,resultsYFS_NR.mat,"He died, however, aboard ship and was given a sea burial.",6
1810,YFS,123,task2-NR-2.0,resultsYFS_NR.mat,"He was an African-American jazz trumpeter, bandleader, singer, and composer.",7
1811,YFS,124,task2-NR-2.0,resultsYFS_NR.mat,"In 1962, Clampett created an animated version of the show called Beany and Cecil, which ran on ABC for five years.",19
1812,YFS,125,task2-NR-2.0,resultsYFS_NR.mat,The business was dissolved in 1834 due to the difficulties in placing Long's locomotive designs into production.,11
1813,YFS,126,task2-NR-2.0,resultsYFS_NR.mat,"In 1814, he was commissioned a lieutenant of engineers in the United States Army.",7
1814,YFS,127,task2-NR-2.0,resultsYFS_NR.mat,"In March 1819 he married Martha Hodgkins of Philadelphia, Pennsylvania.",6
1815,YFS,128,task2-NR-2.0,resultsYFS_NR.mat,"The following month, as a brevet major in the U.S. Army, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase.",18
1816,YFS,129,task2-NR-2.0,resultsYFS_NR.mat,"The specific purpose of the voyage was to the find the sources of the Platte, Arkansas, and Red rivers.",11
1817,YFS,130,task2-NR-2.0,resultsYFS_NR.mat,"For a time in the summer of 1823, his expedition was joined by Italian explorer Giacomo Beltrami.",9
1818,YFS,131,task2-NR-2.0,resultsYFS_NR.mat,She is the well-meaning and patient wife of Homer.,8
1819,YFS,132,task2-NR-2.0,resultsYFS_NR.mat,"Her most notable physical feature is her blue hair, styled into an improbably high beehive.",12
1820,YFS,133,task2-NR-2.0,resultsYFS_NR.mat,"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been gray as a mule since seventeen.",14
1821,YFS,134,task2-NR-2.0,resultsYFS_NR.mat,"With a few exceptions, Marge spends most of her time tending to housework, minding Maggie, being supportive of Lisa, and either disciplining Bart or defending him from Homer's rage.",17
1822,YFS,135,task2-NR-2.0,resultsYFS_NR.mat,"She was named after Margaret Marge Groening, mother of Matt Groening, creator of The Simpsons.",9
1823,YFS,136,task2-NR-2.0,resultsYFS_NR.mat,"Her father, a former flight attendant (air steward), is deceased, although when or how this occurred has not been explained.",13
1824,YFS,137,task2-NR-2.0,resultsYFS_NR.mat,"Her disapproving mother, Jacqueline, lives on but is rarely seen.",6
1825,YFS,138,task2-NR-2.0,resultsYFS_NR.mat,"All members of the Bouvier family (except, of course, Marge) smoke heavily and have gruff voices and sarcastic, snarky demeanours.",11
1826,YFS,139,task2-NR-2.0,resultsYFS_NR.mat,None of the other Bouvier family members approves of Marge's marriage to Homer.,9
1827,YFS,140,task2-NR-2.0,resultsYFS_NR.mat,"His behaviour is often oafish, clumsy, and insensitive, but he still remains lovable.",10
1828,YFS,141,task2-NR-2.0,resultsYFS_NR.mat,Over the years he has become one of the notable dads in television and the possible template for most bumbling albeit well-meaning fathers.,11
1829,YFS,142,task2-NR-2.0,resultsYFS_NR.mat,"He spends a great deal of his time at Moe's Tavern with his lifelong friends Barney, Carl, Lenny, and bartender Moe.",11
1830,YFS,143,task2-NR-2.0,resultsYFS_NR.mat,"He has rage issues and has been physically and violently abusive, often towards his son, whom he has strangled and even struck on numerous occasions.",15
1831,YFS,144,task2-NR-2.0,resultsYFS_NR.mat,"Four months later, he was killed by a German sniper in World War II.",7
1832,YFS,145,task2-NR-2.0,resultsYFS_NR.mat,"He was also the father of 3 children, including actress Drew Barrymore.",8
1833,YFS,146,task2-NR-2.0,resultsYFS_NR.mat,"His parents divorced when John was around 6 years old in 1935, but he claimed (most likely fallaciously) to have met his father only once.",14
1834,YFS,147,task2-NR-2.0,resultsYFS_NR.mat,"John ran away at age 17 and signed a film contract, but he repeatedly abandoned leading roles and had no major film career.",12
1835,YFS,148,task2-NR-2.0,resultsYFS_NR.mat,"He was cremated, and the ashes were interred in the Eden Memorial Park Cemetery in Mission Hills, Los Angeles, California.",9
1836,YFS,149,task2-NR-2.0,resultsYFS_NR.mat,"Aged 86 at death, Groucho was the longest-lived of all the Marx brothers, though younger brother Zeppo survived him by two years.",12
1837,YFS,150,task2-NR-2.0,resultsYFS_NR.mat,Groucho did a German accent.,4
1838,YFS,153,task2-NR-2.0,resultsYFS_NR.mat,"Marvin Pierce Bush (born October 22, 1956) is the youngest son of George H. W. Bush and Barbara Pierce, and brother of George W., John (Jeb), Neil and Dorothy.",9
1839,YFS,154,task2-NR-2.0,resultsYFS_NR.mat,He is named for his maternal grandfather.,6
1840,YFS,155,task2-NR-2.0,resultsYFS_NR.mat,He became a banker in Boston and was active in the local Democratic Party.,6
1841,YFS,156,task2-NR-2.0,resultsYFS_NR.mat,HCC is a publicly traded insurance company on the New York Stock Exchange.,8
1842,YFS,157,task2-NR-2.0,resultsYFS_NR.mat,"During his seventh-grade school year, Coltrane experienced three deaths in his close-knit family; he lost his aunt, his grandfather, and his father.",14
1843,YFS,158,task2-NR-2.0,resultsYFS_NR.mat,Coltrane began playing music and practicing obsessively at about this time.,6
1844,YFS,159,task2-NR-2.0,resultsYFS_NR.mat,"Though he was active before 1955, his prime years were between 1955 and 1967, during which time he reshaped modern jazz and influenced generations of other musicians.",13
1845,YFS,160,task2-NR-2.0,resultsYFS_NR.mat,"He passed away from liver disease in his home in Dix Hills, New York.",8
1846,YFS,161,task2-NR-2.0,resultsYFS_NR.mat,Jon is known in the NBA because of the courage and determination he shows on defense and in the clutch time.,10
1847,YFS,162,task2-NR-2.0,resultsYFS_NR.mat,He is a sharp shooter from the three point range and also a very accurate free throw shooter.,8
1848,YFS,163,task2-NR-2.0,resultsYFS_NR.mat,His nickname is Johnny B. Goode.,3
1849,YFS,164,task2-NR-2.0,resultsYFS_NR.mat,Shortly afterwards he retired from the Army as a brevet major.,7
1850,YFS,165,task2-NR-2.0,resultsYFS_NR.mat,"In 1874, at the age of 23, Gifford was a Lieutenant in the 2nd Battalion, 24th Foot (later the South Wales Borderers), British Army during the First Ashanti Expedition, when the following deed took place for which he was awarded the Victoria Cross:",16
1851,YFS,167,task2-NR-2.0,resultsYFS_NR.mat,"He graduated and practiced law in a small firm which folded, then moved on to the firm of Rosenman, Colin, Kaye, Petschek and Freund, which had CBS Records as a client.",12
1852,YFS,168,task2-NR-2.0,resultsYFS_NR.mat,"In the 1970s, Arista also had an extensive jazz line, most notably its Freedom imprint, concentrating on contemporary, sometimes avant-garde, musicians and widely praised reissues from the legendary Savoy label.",9
1853,YFS,169,task2-NR-2.0,resultsYFS_NR.mat,"She was seen as a useful conduit for contracting an alliance between Portugal and England, after the treaty of the Pyrenees in 1659 where Portugal was arguably abandoned by France.",15
1854,YFS,170,task2-NR-2.0,resultsYFS_NR.mat,"Following the restoration of Portuguese independence from Spain, and her father's accession to the throne on December 1, 1640, Catherine was engaged to Charles II.",14
1855,YFS,171,task2-NR-2.0,resultsYFS_NR.mat,"Charles II married on May 3 or May 21, 1662, in Portsmouth, and her dowry brought Tangier and Bombay to British control.",14
1856,YFS,174,task2-NR-2.0,resultsYFS_NR.mat,"Her position was a difficult one, as Charles continued to have children by his mistresses, but he insisted that she be treated with respect, and refused to divorce her.",12
1857,YFS,175,task2-NR-2.0,resultsYFS_NR.mat,"Following his death, Catherine remained in England through the reign of James II of England and returned to Portugal during the joint reign of William III and Mary II.",17
