row_idx,subject_id,sentence_index,task_name,source_file,target_string,seq_len
895,ZDN,121,task1-SR,resultsZDN_SR.mat,The simplicity of The Way Home has few equals this side of Aesop.,13
896,ZDN,122,task1-SR,resultsZDN_SR.mat,Exceptionally well acted by Diane Lane and Richard Gere.,9
897,ZDN,123,task1-SR,resultsZDN_SR.mat,"Dong shows how intolerance has the power to deform families, then tear them apart.",14
898,ZDN,124,task1-SR,resultsZDN_SR.mat,"A stupid, derivative horror film that substitutes extreme gore for suspense.",11
899,ZDN,125,task1-SR,resultsZDN_SR.mat,It's a great American adventure and a wonderful film to bring to IMAX.,13
900,ZDN,126,task1-SR,resultsZDN_SR.mat,It's 51 times better than this.,6
901,ZDN,127,task1-SR,resultsZDN_SR.mat,"It's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make, though Bette Davis, cast as Joan, would have killed him.",32
902,ZDN,128,task1-SR,resultsZDN_SR.mat,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.",15
903,ZDN,129,task1-SR,resultsZDN_SR.mat,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",26
904,ZDN,130,task1-SR,resultsZDN_SR.mat,"It's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",35
905,ZDN,131,task1-SR,resultsZDN_SR.mat,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups.,13
906,ZDN,132,task1-SR,resultsZDN_SR.mat,"Thanks to a small star with big heart, this family film sequel is plenty of fun for all.",18
907,ZDN,133,task1-SR,resultsZDN_SR.mat,And I've decided to leave a light on every night from now on.,13
908,ZDN,134,task1-SR,resultsZDN_SR.mat,Festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you.,18
909,ZDN,135,task1-SR,resultsZDN_SR.mat,under-rehearsed and lifeless,3
910,ZDN,136,task1-SR,resultsZDN_SR.mat,Exactly what you'd expect from a guy named Kaos.,9
911,ZDN,137,task1-SR,resultsZDN_SR.mat,"If legendary shlockmeister Ed Wood had ever made a movie about a vampire, it probably would look a lot like this alarming production, adapted from Anne Rice's novel The Vampire Chronicles.",31
912,ZDN,138,task1-SR,resultsZDN_SR.mat,"For those for whom the name Woody Allen was once a guarantee of something fresh, sometimes funny, and usually genuinely worthwhile, Hollywood Ending is a depressing experience.",27
913,ZDN,139,task1-SR,resultsZDN_SR.mat,Bella is the picture of health with boundless energy until a few days before she dies.,16
914,ZDN,140,task1-SR,resultsZDN_SR.mat,"The fun of the movie is the chance it affords to watch Jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",26
915,ZDN,141,task1-SR,resultsZDN_SR.mat,What should have been a cutting Hollywood satire is instead about as fresh as last week's issue of Variety.,19
916,ZDN,142,task1-SR,resultsZDN_SR.mat,"Cox offers plenty of glimpses at existing photos, but there are no movies of Nijinsky, so instead the director treats us to an aimless hodgepodge.",25
917,ZDN,143,task1-SR,resultsZDN_SR.mat,Aaliyah rarely dampens her diva persona enough to spark genuine chemistry with Townsend.,13
918,ZDN,144,task1-SR,resultsZDN_SR.mat,Mr. Soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,15
919,ZDN,145,task1-SR,resultsZDN_SR.mat,Mazel tov to a film about a family's joyous life acting on the Yiddish stage.,15
920,ZDN,146,task1-SR,resultsZDN_SR.mat,... would be a total loss if not for two supporting performances taking place at the movie's edges.,18
921,ZDN,147,task1-SR,resultsZDN_SR.mat,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.,24
922,ZDN,148,task1-SR,resultsZDN_SR.mat,"Loud, chaotic and largely unfunny.",5
923,ZDN,149,task1-SR,resultsZDN_SR.mat,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D.,25
924,ZDN,250,task1-SR,resultsZDN_SR.mat,The original wasn't a good movie but this remake makes it look like a masterpiece!,15
925,ZDN,251,task1-SR,resultsZDN_SR.mat,"To my taste, the film's comic characters come perilously close to being Amoses and Andys for a new generation.",19
926,ZDN,252,task1-SR,resultsZDN_SR.mat,"Although the sequel has all the outward elements of the original, the first film's lovely flakiness is gone, replaced by the forced funniness found in the dullest kiddie flicks.",29
927,ZDN,253,task1-SR,resultsZDN_SR.mat,"The real charm of this trifle is the deadpan comic face of its star, Jean Reno, who resembles Sly Stallone in a hot sake half-sleep.",25
928,ZDN,254,task1-SR,resultsZDN_SR.mat,"... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role.",25
929,ZDN,255,task1-SR,resultsZDN_SR.mat,"This method almost never fails him, and it works superbly here.",11
930,ZDN,256,task1-SR,resultsZDN_SR.mat,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,26
931,ZDN,257,task1-SR,resultsZDN_SR.mat,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,19
932,ZDN,258,task1-SR,resultsZDN_SR.mat,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...",18
933,ZDN,259,task1-SR,resultsZDN_SR.mat,The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism.,18
934,ZDN,260,task1-SR,resultsZDN_SR.mat,"LaBute can't avoid a fatal mistake in the modern era: He's changed the male academic from a lower-class Brit to an American, a choice that upsets the novel's exquisite balance and shreds the fabric of the film.",37
935,ZDN,261,task1-SR,resultsZDN_SR.mat,A biopic about Crane's life in the classic tradition but evolves into what has become of us all in the era of video.,23
936,ZDN,262,task1-SR,resultsZDN_SR.mat,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",16
937,ZDN,263,task1-SR,resultsZDN_SR.mat,... think of it as American Pie On Valium.,9
938,ZDN,264,task1-SR,resultsZDN_SR.mat,Gere gives a good performance in a film that doesn't merit it.,12
939,ZDN,265,task1-SR,resultsZDN_SR.mat,"The movie is as far as you can get from racy, to the point where it almost stops the blood flow to your brain; it has a dull, costumey feel.",30
940,ZDN,266,task1-SR,resultsZDN_SR.mat,The Pianist is Polanski's best film.,6
941,ZDN,267,task1-SR,resultsZDN_SR.mat,Maybe Thomas Wolfe was right: You can't go home again.,10
942,ZDN,268,task1-SR,resultsZDN_SR.mat,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone.",15
943,ZDN,269,task1-SR,resultsZDN_SR.mat,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",20
944,ZDN,270,task1-SR,resultsZDN_SR.mat,"If you enjoy being rewarded by a script that assumes you aren't very bright, then Blood Work is for you.",20
945,ZDN,271,task1-SR,resultsZDN_SR.mat,"Like Rudy Yellow Lodge, Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider.",28
946,ZDN,272,task1-SR,resultsZDN_SR.mat,But his showboating wise-cracker stock persona sure is getting old.,10
947,ZDN,273,task1-SR,resultsZDN_SR.mat,"Circuit queens won't learn a thing, they'll be too busy cursing the film's strategically placed white sheets.",17
948,ZDN,274,task1-SR,resultsZDN_SR.mat,"A lot of talent is wasted in this crass, low-wattage endeavor.",11
949,ZDN,275,task1-SR,resultsZDN_SR.mat,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",37
950,ZDN,276,task1-SR,resultsZDN_SR.mat,The second coming of Harry Potter is a film far superior to its predecessor.,14
951,ZDN,277,task1-SR,resultsZDN_SR.mat,This stuck pig of a movie flails limply between bizarre comedy and pallid horror.,14
952,ZDN,278,task1-SR,resultsZDN_SR.mat,"The film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",32
953,ZDN,279,task1-SR,resultsZDN_SR.mat,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",34
954,ZDN,280,task1-SR,resultsZDN_SR.mat,"The inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power, as if they were tales that had been handed down since the beginning of time.",35
955,ZDN,281,task1-SR,resultsZDN_SR.mat,Even more baffling is that it's funny.,7
956,ZDN,282,task1-SR,resultsZDN_SR.mat,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.",40
957,ZDN,283,task1-SR,resultsZDN_SR.mat,"Hard, endearing, caring, warm.",4
958,ZDN,284,task1-SR,resultsZDN_SR.mat,"I have no problem with ``difficult'' movies, or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out.",28
959,ZDN,285,task1-SR,resultsZDN_SR.mat,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,25
960,ZDN,286,task1-SR,resultsZDN_SR.mat,Both the crime story and the love story are unusual.,10
961,ZDN,287,task1-SR,resultsZDN_SR.mat,It's never a good sign when a film's star spends the entirety of the film in a coma.,18
962,ZDN,288,task1-SR,resultsZDN_SR.mat,A creaky staircase gothic.,4
963,ZDN,289,task1-SR,resultsZDN_SR.mat,"If there's a way to effectively teach kids about the dangers of drugs, I think it's in projects like the (unfortunately R-rated) Paid.",23
964,ZDN,290,task1-SR,resultsZDN_SR.mat,"If you're a WWF fan, or you related to the people who watched the robots getting butchered in A.I., you'll probably like Rollerball.",23
965,ZDN,291,task1-SR,resultsZDN_SR.mat,Norton holds the film together.,5
966,ZDN,292,task1-SR,resultsZDN_SR.mat,"A breathtaking adventure for all ages, Spirit tells its poignant and uplifting story in a stunning fusion of music and images.",21
967,ZDN,293,task1-SR,resultsZDN_SR.mat,It won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke.,26
968,ZDN,294,task1-SR,resultsZDN_SR.mat,Largely a for-fans artifact.,4
969,ZDN,295,task1-SR,resultsZDN_SR.mat,A movie so bad that it quickly enters the pantheon of wreckage that includes Battlefield Earth and Showgirls.,18
970,ZDN,296,task1-SR,resultsZDN_SR.mat,"If you're over 25, have an IQ over 90, and have a driver's license, you should be able to find better entertainment.",22
971,ZDN,297,task1-SR,resultsZDN_SR.mat,A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy.,22
972,ZDN,298,task1-SR,resultsZDN_SR.mat,"The doofus-on-the-loose banter of Welcome to Collinwood has a cocky, after-hours loopiness to it.",14
973,ZDN,299,task1-SR,resultsZDN_SR.mat,It's the funniest American comedy since Graffiti Bridge.,8
974,ZDN,300,task1-SR,resultsZDN_SR.mat,Samuel Beckett applied to the Iranian voting process.,8
975,ZDN,301,task1-SR,resultsZDN_SR.mat,A strangely compelling and brilliantly acted psychological drama.,8
976,ZDN,302,task1-SR,resultsZDN_SR.mat,"Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",24
977,ZDN,303,task1-SR,resultsZDN_SR.mat,"This enthralling documentary... is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends.",25
978,ZDN,304,task1-SR,resultsZDN_SR.mat,"I didn't laugh at the ongoing efforts of Cube, and his skinny buddy Mike Epps, to make like Laurel and Hardy'n the hood.",23
979,ZDN,305,task1-SR,resultsZDN_SR.mat,"At its best when the guarded, resentful Betty and the manipulative yet needy Margot are front and center.",18
980,ZDN,306,task1-SR,resultsZDN_SR.mat,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier.,17
981,ZDN,307,task1-SR,resultsZDN_SR.mat,"That is essentially what's missing from Blackboards -- the sense of something bigger, some ultimate point.",16
982,ZDN,308,task1-SR,resultsZDN_SR.mat,"It's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script, unimpressive acting and indifferent direction.",26
983,ZDN,309,task1-SR,resultsZDN_SR.mat,"While obviously an extremely personal work, it remains inextricably stuck in an emotionally unavailable rut.",15
984,ZDN,310,task1-SR,resultsZDN_SR.mat,"A dim-witted and lazy spin-off of the Animal Planet documentary series, Crocodile Hunter is entertainment opportunism at its most glaring.",20
985,ZDN,311,task1-SR,resultsZDN_SR.mat,"The good is very, very good... The rest runs from mildly unimpressive to despairingly awful.",15
986,ZDN,312,task1-SR,resultsZDN_SR.mat,"Methodical, measured, and gently tedious in its comedy, Secret Ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",29
987,ZDN,313,task1-SR,resultsZDN_SR.mat,One of the most exciting action films to come out of China in recent years.,15
988,ZDN,314,task1-SR,resultsZDN_SR.mat,Adam Sandler's Eight Crazy Nights grows on you -- like a rash.,12
989,ZDN,315,task1-SR,resultsZDN_SR.mat,"The film feels formulaic, its plot and pacing typical Hollywood war-movie stuff, while the performances elicit more of a sense of deja vu than awe.",25
990,ZDN,316,task1-SR,resultsZDN_SR.mat,"... pitiful, slapdash disaster.",4
991,ZDN,317,task1-SR,resultsZDN_SR.mat,"As it stands, there's some fine sex onscreen, and some tense arguing, but not a whole lot more.",18
992,ZDN,318,task1-SR,resultsZDN_SR.mat,It's neither as romantic nor as thrilling as it should be.,11
993,ZDN,319,task1-SR,resultsZDN_SR.mat,Returning director Rob Minkoff... and screenwriter Bruce Joel Rubin... have done a fine job of updating White's dry wit to a new age.,23
994,ZDN,320,task1-SR,resultsZDN_SR.mat,"The Venezuelans say things like ``si, pretty much'' and ``por favor, go home'' when talking to Americans.",17
995,ZDN,321,task1-SR,resultsZDN_SR.mat,"If you already like this sort of thing, this is that sort of thing all over again.",17
996,ZDN,322,task1-SR,resultsZDN_SR.mat,An awful movie that will only satisfy the most emotionally malleable of filmgoers.,13
997,ZDN,323,task1-SR,resultsZDN_SR.mat,"This is an extraordinary film, not least because it is Japanese and yet feels universal.",15
998,ZDN,324,task1-SR,resultsZDN_SR.mat,"Aptly named, this shimmering, beautifully costumed and filmed production doesn't work for me.",13
999,ZDN,325,task1-SR,resultsZDN_SR.mat,"If Borstal Boy isn't especially realistic, it is an engaging nostalgia piece.",12
1000,ZDN,326,task1-SR,resultsZDN_SR.mat,Griffiths proves she's that rare luminary who continually raises the standard of her profession.,14
1001,ZDN,327,task1-SR,resultsZDN_SR.mat,"The asylum material is gripping, as are the scenes of Jia with his family.",14
1002,ZDN,329,task1-SR,resultsZDN_SR.mat,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,21
1003,ZDN,332,task1-SR,resultsZDN_SR.mat,"Like being trapped inside a huge video game, where exciting, inane images keep popping past your head and the same illogical things keep happening over and over again.",28
1004,ZDN,333,task1-SR,resultsZDN_SR.mat,`Enigma' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of `We Were Soldiers.',29
1005,ZDN,334,task1-SR,resultsZDN_SR.mat,The Rock has a great presence but one battle after another is not the same as one battle followed by killer CGI effects.,23
1006,ZDN,335,task1-SR,resultsZDN_SR.mat,Visually sumptuous but intellectually stultifying.,5
1007,ZDN,336,task1-SR,resultsZDN_SR.mat,"So young, so smart, such talent, such a wise ***.",10
1008,ZDN,337,task1-SR,resultsZDN_SR.mat,"The problem is that for the most part, the film is deadly dull.",13
1009,ZDN,338,task1-SR,resultsZDN_SR.mat,A thinly veiled look at different aspects of Chinese life clashing with each other.,14
1010,ZDN,339,task1-SR,resultsZDN_SR.mat,An exhilarating experience.,3
1011,ZDN,340,task1-SR,resultsZDN_SR.mat,Its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition.,26
1012,ZDN,341,task1-SR,resultsZDN_SR.mat,Remarkably accessible and affecting.,4
1013,ZDN,342,task1-SR,resultsZDN_SR.mat,"The climactic events are so well realized that you may forget all about the original conflict, just like the movie does.",21
1014,ZDN,343,task1-SR,resultsZDN_SR.mat,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,18
1015,ZDN,344,task1-SR,resultsZDN_SR.mat,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,33
1016,ZDN,345,task1-SR,resultsZDN_SR.mat,"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.",25
1017,ZDN,346,task1-SR,resultsZDN_SR.mat,"We never truly come to care about the main characters and whether or not they'll wind up together, and Michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.",31
1018,ZDN,347,task1-SR,resultsZDN_SR.mat,"Most haunting about ``Fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.",27
1019,ZDN,348,task1-SR,resultsZDN_SR.mat,"Bogdanovich taps deep into the Hearst mystique, entertainingly reenacting a historic scandal.",12
1020,ZDN,349,task1-SR,resultsZDN_SR.mat,"Peralta's mythmaking could have used some informed, adult hindsight.",9
1021,ZDN,350,task1-SR,resultsZDN_SR.mat,"``My god, I'm behaving like an idiot!''",7
1022,ZDN,351,task1-SR,resultsZDN_SR.mat,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",18
1023,ZDN,352,task1-SR,resultsZDN_SR.mat,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.",13
1024,ZDN,353,task1-SR,resultsZDN_SR.mat,Gollum's `performance' is incredible!,4
1025,ZDN,354,task1-SR,resultsZDN_SR.mat,"... a haunting vision, with images that seem more like disturbing hallucinations.",12
1026,ZDN,355,task1-SR,resultsZDN_SR.mat,"As a remake, it's a pale imitation.",7
1027,ZDN,356,task1-SR,resultsZDN_SR.mat,Adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like Pinocchio.,27
1028,ZDN,357,task1-SR,resultsZDN_SR.mat,"Not as distinctive or even as humorous as its needs to be to stand out, but it has clearly been made with affection and care.",25
1029,ZDN,358,task1-SR,resultsZDN_SR.mat,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set.,14
1030,ZDN,359,task1-SR,resultsZDN_SR.mat,"An amalgam of The Fugitive, Blade Runner, and Total Recall, only without much energy or tension.",16
1031,ZDN,360,task1-SR,resultsZDN_SR.mat,"Everything its title implies, a standard-issue crime drama spat out from the Tinseltown assembly line.",15
1032,ZDN,361,task1-SR,resultsZDN_SR.mat,"This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.",40
1033,ZDN,362,task1-SR,resultsZDN_SR.mat,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.",13
1034,ZDN,363,task1-SR,resultsZDN_SR.mat,"An amateurish, quasi-improvised acting exercise shot on ugly digital video.",10
1035,ZDN,364,task1-SR,resultsZDN_SR.mat,"``The Kid Stays in the Picture'' is a great story, terrifically told by the man who wrote it but this Cliff Notes edition is a cheat.",26
1036,ZDN,366,task1-SR,resultsZDN_SR.mat,"While this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.",26
1037,ZDN,367,task1-SR,resultsZDN_SR.mat,Griffin & Co. manage to be spectacularly outrageous.,8
1038,ZDN,368,task1-SR,resultsZDN_SR.mat,"A profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",20
1039,ZDN,369,task1-SR,resultsZDN_SR.mat,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality.",24
1040,ZDN,370,task1-SR,resultsZDN_SR.mat,It isn't that Stealing Harvard is a horrible movie -- if only it were that grand a failure!,18
1041,ZDN,371,task1-SR,resultsZDN_SR.mat,It just doesn't have much else... especially in a moral sense.,11
1042,ZDN,372,task1-SR,resultsZDN_SR.mat,Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewildering.,12
1043,ZDN,373,task1-SR,resultsZDN_SR.mat,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.",20
1044,ZDN,374,task1-SR,resultsZDN_SR.mat,"But the talented cast alone will keep you watching, as will the fight scenes.",14
1045,ZDN,375,task1-SR,resultsZDN_SR.mat,It's solid and affecting and exactly as thought-provoking as it should be.,12
1046,ZDN,376,task1-SR,resultsZDN_SR.mat,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",23
1047,ZDN,377,task1-SR,resultsZDN_SR.mat,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days",15
1048,ZDN,378,task1-SR,resultsZDN_SR.mat,"An important movie, a reminder of the power of film to move us and to make us examine our values.",20
1049,ZDN,379,task1-SR,resultsZDN_SR.mat,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger, more complicated story, one that never materializes.",23
1050,ZDN,380,task1-SR,resultsZDN_SR.mat,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,18
1051,ZDN,381,task1-SR,resultsZDN_SR.mat,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",35
1052,ZDN,382,task1-SR,resultsZDN_SR.mat,"... Jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.",37
1053,ZDN,383,task1-SR,resultsZDN_SR.mat,But what's nice is that there's a casual intelligence that permeates the script.,13
1054,ZDN,384,task1-SR,resultsZDN_SR.mat,Wedding feels a bit anachronistic.,5
1055,ZDN,385,task1-SR,resultsZDN_SR.mat,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.",18
1056,ZDN,386,task1-SR,resultsZDN_SR.mat,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.",21
1057,ZDN,387,task1-SR,resultsZDN_SR.mat,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",32
1058,ZDN,388,task1-SR,resultsZDN_SR.mat,"Feels slight, as if it were an extended short, albeit one made by the smartest kids in class.",18
1059,ZDN,389,task1-SR,resultsZDN_SR.mat,The picture doesn't know it's a comedy.,7
1060,ZDN,390,task1-SR,resultsZDN_SR.mat,A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done.,25
1061,ZDN,391,task1-SR,resultsZDN_SR.mat,"Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.",18
1062,ZDN,392,task1-SR,resultsZDN_SR.mat,The sort of movie that gives tastelessness a bad rap.,10
1063,ZDN,393,task1-SR,resultsZDN_SR.mat,Its engaging simplicity is driven by appealing leads.,8
1064,ZDN,394,task1-SR,resultsZDN_SR.mat,"Fans of the TV series will be disappointed, and everyone else will be slightly bored.",15
1065,ZDN,395,task1-SR,resultsZDN_SR.mat,"It's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.",12
1066,ZDN,396,task1-SR,resultsZDN_SR.mat,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.",24
1067,ZDN,397,task1-SR,resultsZDN_SR.mat,"It's not a particularly good film, but neither is it a monsterous one.",13
1068,ZDN,398,task1-SR,resultsZDN_SR.mat,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,16
1069,ZGW,0,task1-SR,resultsZGW_SR.mat,Presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency.,22
1070,ZGW,1,task1-SR,resultsZGW_SR.mat,"Beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.",22
1071,ZGW,2,task1-SR,resultsZGW_SR.mat,"Bread, My Sweet has so many flaws it would be easy for critics to shred it.",16
1072,ZGW,3,task1-SR,resultsZGW_SR.mat,"Slow, silly and unintentionally hilarious.",5
1073,ZGW,4,task1-SR,resultsZGW_SR.mat,"Ultimately feels empty and unsatisfying, like swallowing a Communion wafer without the wine.",13
1074,ZGW,5,task1-SR,resultsZGW_SR.mat,Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza.,16
1075,ZGW,6,task1-SR,resultsZGW_SR.mat,The film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic.,19
1076,ZGW,7,task1-SR,resultsZGW_SR.mat,"Ryan Gosling is, in a word, brilliant as the conflicted Daniel.",11
1077,ZGW,8,task1-SR,resultsZGW_SR.mat,"If Deuces Wild had been tweaked up a notch it would have become a camp adventure, one of those movies that's so bad it starts to become good.",28
1078,ZGW,9,task1-SR,resultsZGW_SR.mat,The film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design.,21
1079,ZGW,10,task1-SR,resultsZGW_SR.mat,"Frida is certainly no disaster, but neither is it the Kahlo movie Frida fans have been looking for.",18
1080,ZGW,11,task1-SR,resultsZGW_SR.mat,The film often achieves a mesmerizing poetry.,7
1081,ZGW,12,task1-SR,resultsZGW_SR.mat,A work of astonishing delicacy and force.,7
1082,ZGW,13,task1-SR,resultsZGW_SR.mat,"The movie's plot is almost entirely witless and inane, carrying every gag two or three times beyond its limit to sustain a laugh.",23
1083,ZGW,14,task1-SR,resultsZGW_SR.mat,"For the most part, the ingredients are there.",8
1084,ZGW,15,task1-SR,resultsZGW_SR.mat,"But if you've paid a matinee price and bought a big tub of popcorn, there's guilty fun to be had here.",21
1085,ZGW,16,task1-SR,resultsZGW_SR.mat,"There's not much to Fatale, outside of its stylish surprises... but that's OK.",13
1086,ZGW,17,task1-SR,resultsZGW_SR.mat,"The acting is stiff, the story lacks all trace of wit, the sets look like they were borrowed from Gilligan's Island -- and the CGI Scooby might well be the worst special-effects creation of the year.",36
1087,ZGW,18,task1-SR,resultsZGW_SR.mat,"This version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience.",28
1088,ZGW,19,task1-SR,resultsZGW_SR.mat,"There's no palpable chemistry between Lopez and male lead Ralph Fiennes, plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme.",25
1089,ZGW,20,task1-SR,resultsZGW_SR.mat,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.",21
1090,ZGW,21,task1-SR,resultsZGW_SR.mat,The film is so bad it doesn't improve upon the experience of staring at a blank screen.,17
1091,ZGW,22,task1-SR,resultsZGW_SR.mat,Weiss and Speck never make a convincing case for the relevance of these two 20th-century footnotes.,16
1092,ZGW,23,task1-SR,resultsZGW_SR.mat,Another Best of the Year selection.,6
1093,ZGW,24,task1-SR,resultsZGW_SR.mat,It's all a rather shapeless good time...,7
1094,ZGW,25,task1-SR,resultsZGW_SR.mat,"Same song, second verse, coulda been better, but it coulda been worse.",12
1095,ZGW,26,task1-SR,resultsZGW_SR.mat,I love the robust middle of this picture.,8
1096,ZGW,27,task1-SR,resultsZGW_SR.mat,"That's not vintage Spielberg and that, finally, is minimally satisfying.",10
1097,ZGW,28,task1-SR,resultsZGW_SR.mat,The soundtrack alone is worth the price of admission.,9
1098,ZGW,29,task1-SR,resultsZGW_SR.mat,Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle.,27
1099,ZGW,30,task1-SR,resultsZGW_SR.mat,"For the rest of us, sitting through Dahmer's two hours amounts to little more than punishment.",16
