row_idx,subject,text,task_name,label
2979,YLS,"In 1958, Kennedy published the first edition of his book A Nation of Immigrants, closely following his involvement in the Displaced Persons Act and the 1957 bill to bring families together.",NR,0
2980,YLS,"After World War II, Kennedy entered politics (partly to fill the void of his popular brother, Joseph P. Kennedy, Jr., on whom his family had pinned many of their hopes but who was killed in the war).",NR,0
2981,YLS,"In 1946, Representative James Michael Curley vacated his seat in an overwhelmingly Democratic district to become mayor of Boston and Kennedy ran for that seat, beating his Republican opponent by a large margin.",NR,0
2982,YLS,"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. Truman and the rest of the Democratic Party.",NR,0
2983,YLS,"In the spring of 1941, Kennedy volunteered for the U.S. Army, but was rejected, mainly because of his troublesome back.",NR,0
2984,YLS,"However, the U.S. Navy accepted him in September of that year.",NR,0
2985,YLS,"He participated in various commands in the Pacific Theater and earned the rank of lieutenant, commanding a patrol torpedo boat or PT boat.",NR,0
2986,YLS,"He was born in Overisel, Michigan.",NR,0
2987,YLS,In 1923 he was awarded the inaugural Bôcher Memorial Prize by the American Mathematical Society.,NR,0
2988,YLS,The mathematician Garrett Birkhoff (1911-1996) was his son.,NR,0
2989,YLS,"He was noted for his lyrical playing, and performed with John Coltrane, Dexter Gordon, Hampton Hawes, Jackie McLean, and Ike and Tina Turner, among others.",NR,0
2990,YLS,"He later became an educator, teaching music theory at the University of the District of Columbia; he was also director of the District of Columbia Music Center jazz workshop band.",NR,0
2991,YLS,"John Ellis ""Jeb"" Bush (born February 11, 1953), a Republican, is the forty-third and current Governor of Florida.",NR,0
2992,YLS,"He is a prominent member of the Bush family, the younger brother of President George W. Bush and the second son of former President George H. W. Bush and Barbara Bush.",NR,0
2993,YLS,"After earning his degree, Bush went to work in an entry level position in the international division of Texas Commerce Bank, which was run by Ben Love.",NR,0
2994,YLS,"Following the 1980 presidential election, Bush and his family moved to Miami-Dade County, Florida.",NR,0
2995,YLS,"He took a job in real estate with Armando Codina, a 32-year-old Cuban immigrant and self-made American millionaire.",NR,0
2996,YLS,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",NR,0
2997,YLS,"[4] Situated in Liberty City, Dade County, the school is located just outside of greater Miami, in an area plagued by poverty.",NR,0
2998,YLS,"The co-founder, working alongside Bush as a partner, was T. Williard Fair, a well-known local black activist and head of the Greater Miami Urban League.",NR,0
2999,YLS,"Governor Buddy MacKay (55% to 45%) to become governor, after courting moderate voters and Hispanics.",NR,0
3000,YLS,"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.",NR,0
3001,YLS,"At the urging of his wife, Columba, a devout Mexican Catholic, the Protestant Bush became a Roman Catholic.",NR,0
3002,YLS,"Bush attended the University of Texas at Austin, where he graduated Phi Beta Kappa with a Bachelor's degree in Latin American Studies in 1973, taking only two and a half years to complete his work, and obtaining generally excellent grades.",NR,0
3003,YLS,He regularly delivers speeches in both English and Spanish due to the large number of Spanish speaking residents of Florida.,NR,0
3004,YLS,"Their three children, now grown, are George P. (recently married), John E. ""Jeb"" Bush Jr. and Noelle.",NR,0
3005,YLS,"In November 1977 he was sent to the Venezuelan capital of Caracas, in South America, to open a new operation for the bank.",NR,0
3006,YLS,"When Bush was six years old, the family moved to Houston, Texas.",NR,0
3007,YLS,"Bush stayed in Houston with another family to finish the school year, and spent most summers and holidays at the family estate, known as the Bush Compound.",NR,0
3008,YLS,"When Bush was seventeen, he went to Leon, Mexico, as part of his school's student exchange program.",NR,0
3009,YLS,"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.",NR,0
3010,YLS,"Jeb Bush was born in Midland, Texas, where his father was running an oil drilling company.",NR,0
3011,YMD,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",NR,0
3012,YMD,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",NR,0
3013,YMD,"With his interest in race cars, he formed a second company, the Henry Ford Company.",NR,0
3014,YMD,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",NR,0
3015,YMD,"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",NR,0
3016,YMD,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",NR,0
3017,YMD,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",NR,0
3018,YMD,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",NR,0
3019,YMD,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",NR,0
3020,YMD,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,NR,0
3021,YMD,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",NR,0
3022,YMD,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H. Wills.",NR,0
3023,YMD,Henry Ford advocated long-time associate Harry Bennett to take the spot.,NR,0
3024,YMD,"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position.",NR,0
3025,YMD,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",NR,0
3026,YMD,He is of three quarters Irish and one quarter French descent.,NR,0
3027,YMD,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",NR,0
3028,YMD,"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54.",NR,0
3029,YMD,He was married to actress Kim Basinger from 1993 to 2002.,NR,0
3030,YMD,"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office.",NR,0
3031,YMD,"In particular, Baldwin is one of the most frequent hosts of Saturday Night Live, leading the show eleven times and also making cameo appearances regularly.",NR,0
3032,YMD,He played William Barrett Travis in a movie about the Alamo called Thirteen Days of Glory.,NR,0
3033,YMD,"In 1998, he began narrating the American version of the children's series Thomas the Tank Engine and Friends.",NR,0
3034,YMD,"He is infamous for his 1994 appearance on Saturday Night Live as he potrays Mr. Armstrong, a scoutmaster who is a pedophile, he rips his shirt and puts his mouth around Adam Sandler's neck.",NR,0
3035,YMD,"In 1954 she, along with Bing Crosby, Danny Kaye, and Vera-Ellen, starred in the movie White Christmas.",NR,0
3036,YMD,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",NR,0
3037,YMD,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.",NR,0
3038,YMD,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers.,NR,0
3039,YMD,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German.",NR,0
3040,YMD,"In 1958, Clooney left Columbia, doing a number of recordings for MGM Records and then some for Coral Records.",NR,0
3041,YMD,"Finally, toward the end of 1958, she signed with RCA Victor Records, where she stayed until 1963 except for doing some recordings in 1960 for Reprise Records.",NR,0
3042,YMD,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",NR,0
3043,YMD,"In 1986 she sang a duet with Wild Man Fischer on ""It's a Hard Business"".",NR,0
3044,YMD,"On January 28, 2005 it was revealed that he accepted money from the George W. Bush administration to promote their marriage initiative program, which he did not disclose to his readers.",NR,0
3045,YMD,"He is assumed to be the son of Richard Bush and Mary Fairbanks both of Dedham, Massachusetts.",NR,0
3046,YMD,By training he was a blacksmith but when the American Revolution broke out militia Captain Bush led a company of soldiers for the Continental Army.,NR,0
3047,YMD,"The family moved around 1810 to Springport, in Cayuga County in the Rochester, New York area.",NR,0
3048,YMD,"He died in Springport, New York in 1815.",NR,0
3049,YMD,"Through his son Timothy Bush, Jr., who was also a blacksmith, descended two American Presidents -George H. W. Bush and George W. Bush.",NR,0
3050,YMD,Bush was a soldier in the French and Indian Wars and a Captain in the American Revolution and is the great-great-great-great-great grandfather of president George W. Bush.,NR,0
3051,YMD,"They had five children after which they relocated to Norwich, Vermont where Bush was a Captain of a militia company.",NR,0
3052,YMD,"Eventually, John Winthrop decided to take Hutchinson out of power before her influence became too strong among the community's men.",NR,0
3053,YMD,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,NR,0
3054,YMD,Manning's Passer Rating in the Colts' playoff games against the Broncos and Kansas City Chiefs was a perfect 158.3.,NR,0
3055,YMD,"He coached at Winston-Salem State University from 1946 to 1993, compiling a 828-447 record.",NR,0
3056,YMD,He shared the honor with Tennessee Titans quarterback Steve McNair.,NR,0
3057,YMD,"He put up even more impressive numbers in his last season (3,819 yards, 36 touchdowns) and finished second in Heisman Trophy voting to The University of Michigan's Charles Woodson, although he was unable to beat arch rival University of Florida for the fourth consecutive time.",NR,0
3058,YMD,"His mother Jacqueline Kennedy was married to Greek shipping tycoon Aristotle Onassis from 1968 until Onassis's death in 1975, when John was 14 years old.",NR,0
3059,YMD,"By most accounts, Aristotle Onassis did not play a particularly significant role in young John's life.",NR,0
3060,YMD,He graduated in 1983 with a bachelor's degree in history.,NR,0
3061,YMD,Taylor was born with dual British and American citizenship.,NR,0
3062,YMD,"Christian VII (January 29, 1749–March 13, 1808), King of Denmark and Norway, Duke of Schleswig and Holstein.",NR,0
3063,YMD,"He was the son of Frederick V, King of Denmark, and his first consort Louisa, daughter of George II of Great Britain.",NR,0
3064,YMD,He ultimately sank into a condition of mental stupor.,NR,0
3065,YMD,"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.",NR,0
3066,YMD,"Symptoms during this time included paranoia, self-mutilation and hallucinations.",NR,0
3067,YMD,The neglected and lonely Caroline Mathilde drifted into an affair with Struensee.,NR,0
3068,YMD,Struensee was arrested and executed in that same year.,NR,0
3069,YMD,"Christian signed Struensee's arrest warrant with indifference, and under pressure from his paternal grandmother, Sophie Magdalene of Brandenburg-Kulmbach, who had led the movement to have the marriage dissolved.",NR,0
3070,YMD,"Caroline Mathilde, retaining her title but not her children, eventually left Denmark in exile and passed her remaining days in neighbouring Celle.",NR,0
3071,YMD,"She died of cancer there on May 11, 1775.",NR,0
3072,YMD,"Talia Shire (born April 25, 1946) is an American actress of Italian descent.",NR,0
3073,YMD,"He appeared in 1953's Miss Sadie Thompson opposite Rita Hayworth, in 1954's The Caine Mutiny and the MGM musical Deep in My Heart.",NR,0
3074,YMD,In 1955 Ferrer directed himself in The Shrike.,NR,0
3075,YMD,"The Cockleshell Heroes followed a year later, along with The Great Man.",NR,0
3076,YMD,In 1958 Ferrer appeared in I Accuse!,NR,0
3077,YMD,"Ferrer also directed, but did not appear in, Return to Peyton Place in 1961 and also the re-make of State Fair in 1962.",NR,0
3078,YMD,"The two were married in 1953, divorced in 1961, and remarried in 1964, only to be divorced again in 1967.",NR,0
3079,YMD,In 1950 Ferrer won an Academy Award for his portrayal of Cyrano de Bergerac in the 1950 film of that name.,NR,0
3080,YMD,"He played Cyrano yet again in the French movie, Cyrano et D'Artagnan.",NR,0
3081,YMD,Ferrer also had a recurring role as Julia Duffy's insanely wealthy Waspy father on the popular Newhart television sitcom in the U.S. in the 1980s.,NR,0
3082,YMD,He also had a memorable recurring role as elegant and flamboyant attorney Reuben Marino on the soap opera Another World in the early 1980s.,NR,0
3083,YMD,His nephew is the actor Jack Davenport.,NR,0
3084,YMD,He flew a P-38 Lightning in the North African campaign of November 1942.,NR,0
3085,YMD,"In his later years he became known as the last Australian politician to advocate, and use, capital punishment.",NR,0
3086,YMD,He was educated at Skipton primary school and Ballarat Grammar: he was the last Victorian Premier not to have a university education.,NR,0
3087,YMD,"On 2005-04-12, Bob Dole released his biography One Soldier's Story: A Memoir (ISBN 0060763418), which talks of his World War II experiences and his battle to survive his war injuries.",NR,0
3088,YMD,"Dole took many odd-jobs around Russell as a boy, and would later work as a soda jerk in the local drug store.",NR,0
3089,YMD,"He also ran unsuccessfully for the Republican Presidential nomination in 1980 and made a more serious bid for the Republican presidential nomination in 1988, losing to then-Vice President George H.W. Bush.",NR,0
3090,YMD,"The contest between the two was bitter, although they differed little on issues.",NR,0
3091,YMD,At one point when a newscaster was conducting a conversation with both of them he asked Dole if he had anything to say to Bush.,NR,0
3092,YMD,While in the Senate he also served as chairman of the Republican National Committee from 1971 until 1973.,NR,0
3093,YMD,"Dole studied Law at KU, but his studies were interrupted by the start of World War II.",NR,0
3094,YMD,He is of three quarters Irish and one quarter French descent.,NR,0
3095,YMD,"He was, for a short time, a commentator opposite Bill Clinton on CBS's 60 Minutes.",NR,0
3096,YMD,He guest-starred as himself on NBC's Brooke Shields sitcom Suddenly Susan in January 1997 (shortly after losing the presidential election).,NR,0
3097,YMD,"As their desire for wealth grows, they discard spiritual and creative values.",NR,0
3098,YMD,"Their greed leads to distrust and dishonesty, and eventually the society crumbles.",NR,0
3099,YMD,"In The Law of Civilisation and Decay (1895), Adams noted that as new population centers emerged in the west, centers of world trade shifted from Constantinople to Venice to Amsterdam to London.",NR,0
3100,YMD,He predicted in America's Economic Supremacy (1900) that New York would become the world trade center.,NR,0
3101,YMD,"She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.",NR,0
3102,YMD,"During the 1940s, Coppola worked under Arturo Toscanini with the NBC Symphony Orchestra.",NR,0
3103,YMD,He was the younger brother of actors Lionel and Ethel Barrymore and the grandfather of Drew Barrymore.,NR,0
3104,YMD,"They had two children, Dolores Ethel Mae Barrymore and John Drew Barrymore (father of Drew Barrymore).",NR,0
3105,YMD,"When she became pregnant, Barrymore proposed marriage.",NR,0
3106,YMD,"But White intervened, and arranged for the still-teenaged Evelyn to undergo an operation for appendicitis.",NR,0
3107,YMD,"White was later murdered by Nesbit's vengeful husband, Pittsburgh millionaire Harry K. Thaw.",NR,0
3108,YMD,"His dying words were 'Die? I should say not, dear fellow'.",NR,0
3109,YMD,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",NR,0
3110,YMD,No Barrymore would allow such a conventional thing to happen to him.,NR,0
3111,YMD,"According to Errol Flynn's memoirs, film director Raoul Walsh 'borrowed' Barrymore's body after the funeral, and left his corpse propped in a chair for a drunken Flynn to discover when he returned home from The Cock and Bull bar.",NR,0
3112,YMD,Other accounts of this classic Hollywood tale substitute actor Peter Lorre in the place of Walsh.,NR,0
3113,YMD,He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.,NR,0
3114,YMD,"He left home during the War of 1812 amd married in Rochester on November 8, 1821, Harriet Smith the daughter of Dr. Sanford Smith and Priscilla Whipple Smith.",NR,0
3115,YMD,He and his wife had seven children.,NR,0
3116,YMD,"With the aid of an aunt, the young Clampett designed the first Mickey Mouse dolls for Walt Disney.",NR,0
3117,YMD,She was a researcher and reporter at Thames Television [1980 to 1983].,NR,0
3118,YMD,"After two years of toiling in California he began passage home, by ship, to retrieve his family in New York.",NR,0
3119,YMD,"He died, however, aboard ship and was given a sea burial.",NR,0
3120,YMD,"He was an African-American jazz trumpeter, bandleader, singer, and composer.",NR,0
3121,YMD,"In 1962, Clampett created an animated version of the show called Beany and Cecil, which ran on ABC for five years.",NR,0
3122,YMD,The business was dissolved in 1834 due to the difficulties in placing Long's locomotive designs into production.,NR,0
3123,YMD,"In 1814, he was commissioned a lieutenant of engineers in the United States Army.",NR,0
3124,YMD,"In March 1819 he married Martha Hodgkins of Philadelphia, Pennsylvania.",NR,0
3125,YMD,"The following month, as a brevet major in the U.S. Army, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase.",NR,0
3126,YMD,"The specific purpose of the voyage was to the find the sources of the Platte, Arkansas, and Red rivers.",NR,0
3127,YMD,"For a time in the summer of 1823, his expedition was joined by Italian explorer Giacomo Beltrami.",NR,0
3128,YMD,She is the well-meaning and patient wife of Homer.,NR,0
3129,YMD,"Her most notable physical feature is her blue hair, styled into an improbably high beehive.",NR,0
3130,YMD,"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been gray as a mule since seventeen.",NR,0
3131,YMD,"With a few exceptions, Marge spends most of her time tending to housework, minding Maggie, being supportive of Lisa, and either disciplining Bart or defending him from Homer's rage.",NR,0
3132,YMD,"She was named after Margaret Marge Groening, mother of Matt Groening, creator of The Simpsons.",NR,0
3133,YMD,"Her father, a former flight attendant (air steward), is deceased, although when or how this occurred has not been explained.",NR,0
3134,YMD,"Her disapproving mother, Jacqueline, lives on but is rarely seen.",NR,0
3135,YMD,"All members of the Bouvier family (except, of course, Marge) smoke heavily and have gruff voices and sarcastic, snarky demeanours.",NR,0
3136,YMD,None of the other Bouvier family members approves of Marge's marriage to Homer.,NR,0
3137,YMD,"His behaviour is often oafish, clumsy, and insensitive, but he still remains lovable.",NR,0
3138,YMD,Over the years he has become one of the notable dads in television and the possible template for most bumbling albeit well-meaning fathers.,NR,0
3139,YMD,"He spends a great deal of his time at Moe's Tavern with his lifelong friends Barney, Carl, Lenny, and bartender Moe.",NR,0
3140,YMD,"He has rage issues and has been physically and violently abusive, often towards his son, whom he has strangled and even struck on numerous occasions.",NR,0
3141,YMD,"Four months later, he was killed by a German sniper in World War II.",NR,0
3142,YMD,"He was also the father of 3 children, including actress Drew Barrymore.",NR,0
3143,YMD,"His parents divorced when John was around 6 years old in 1935, but he claimed (most likely fallaciously) to have met his father only once.",NR,0
3144,YMD,"John ran away at age 17 and signed a film contract, but he repeatedly abandoned leading roles and had no major film career.",NR,0
3145,YMD,"He was cremated, and the ashes were interred in the Eden Memorial Park Cemetery in Mission Hills, Los Angeles, California.",NR,0
3146,YMD,"Aged 86 at death, Groucho was the longest-lived of all the Marx brothers, though younger brother Zeppo survived him by two years.",NR,0
3147,YMD,Groucho did a German accent.,NR,0
3148,YMD,"He was the best-known of modern Brazilian writers, with his work translated into some 30 languages and popularized in film, notably Dona Flor and her Two Husbands in 1978.",NR,0
3149,YMD,"In this year, he released his first book, O País do Carnaval.",NR,0
3150,YMD,"Marvin Pierce Bush (born October 22, 1956) is the youngest son of George H. W. Bush and Barbara Pierce, and brother of George W., John (Jeb), Neil and Dorothy.",NR,0
3151,YMD,He is named for his maternal grandfather.,NR,0
3152,YMD,He became a banker in Boston and was active in the local Democratic Party.,NR,0
3153,YMD,HCC is a publicly traded insurance company on the New York Stock Exchange.,NR,0
3154,YMD,"During his seventh-grade school year, Coltrane experienced three deaths in his close-knit family; he lost his aunt, his grandfather, and his father.",NR,0
3155,YMD,Coltrane began playing music and practicing obsessively at about this time.,NR,0
3156,YMD,"Though he was active before 1955, his prime years were between 1955 and 1967, during which time he reshaped modern jazz and influenced generations of other musicians.",NR,0
3157,YMD,"He passed away from liver disease in his home in Dix Hills, New York.",NR,0
3158,YMD,Jon is known in the NBA because of the courage and determination he shows on defense and in the clutch time.,NR,0
3159,YMD,He is a sharp shooter from the three point range and also a very accurate free throw shooter.,NR,0
3160,YMD,His nickname is Johnny B. Goode.,NR,0
3161,YMD,Shortly afterwards he retired from the Army as a brevet major.,NR,0
3162,YMD,"In 1874, at the age of 23, Gifford was a Lieutenant in the 2nd Battalion, 24th Foot (later the South Wales Borderers), British Army during the First Ashanti Expedition, when the following deed took place for which he was awarded the Victoria Cross:",NR,0
3163,YMD,"He graduated and practiced law in a small firm which folded, then moved on to the firm of Rosenman, Colin, Kaye, Petschek and Freund, which had CBS Records as a client.",NR,0
3164,YMD,"In the 1970s, Arista also had an extensive jazz line, most notably its Freedom imprint, concentrating on contemporary, sometimes avant-garde, musicians and widely praised reissues from the legendary Savoy label.",NR,0
3165,YMD,"She was seen as a useful conduit for contracting an alliance between Portugal and England, after the treaty of the Pyrenees in 1659 where Portugal was arguably abandoned by France.",NR,0
3166,YMD,"Following the restoration of Portuguese independence from Spain, and her father's accession to the throne on December 1, 1640, Catherine was engaged to Charles II.",NR,0
3167,YMD,"Charles II married on May 3 or May 21, 1662, in Portsmouth, and her dowry brought Tangier and Bombay to British control.",NR,0
3168,YMD,"She was not a particularly popular choice of queen, being a Roman Catholic, and her religion prevented her ever being crowned, since she could not take part in an Anglican service.",NR,0
3169,YMD,"Despite Charles's reputation as a womaniser, Catherine never gave birth to a live heir, though she had several pregnancies, the last being in 1669.",NR,0
3170,YMD,"Her position was a difficult one, as Charles continued to have children by his mistresses, but he insisted that she be treated with respect, and refused to divorce her.",NR,0
3171,YMD,"Following his death, Catherine remained in England through the reign of James II of England and returned to Portugal during the joint reign of William III and Mary II.",NR,0
3172,YMD,She died in Lisbon in 1705.,NR,0
3173,YMD,Laurance married Mary French in 1934.,NR,0
3174,YMD,"Catherine introduced, and made fashionable, the custom of drinking tea in England.",NR,0
3175,YMD,"She was very popular and loved by the people, and the Queens borough of New York City was named after her.",NR,0
3176,YMD,"They had four children: Frederick Dent Grant, Ulysses S. (Buck) Grant, Jr., Ellen (Nellie) Grant, and Jesse Root Grant.",NR,0
3177,YMD,"Hamer erroneously nominated him as Ulysses Simpson Grant, and although Grant protested the change, it was difficult to resist the bureaucracy.",NR,0
3178,YMD,"Upon graduation, Grant adopted the form of his new name with middle initial only, never acknowledging that the 'S' stood for Simpson.",NR,0
3179,YMD,"He graduated from West Point in 1843, ranking 21st in a class of 39.",NR,0
3180,YMD,"At the academy, he established a reputation as a fearless and expert horseman.",NR,0
3181,YMD,"Grant drank distilled liquor and, during the American Civil War, began smoking huge numbers of cigars (one story had it that he smoked over 10,000 in five years) which may well have contributed to his throat cancer of later life.",NR,0
3182,YMD,Kennedy was a member of the prominent Kennedy political family.,NR,0
3183,YMD,"Considered the icon of American liberalism, Kennedy is the youngest person ever to be elected president of the country, at the age of 43.",NR,0
3184,YMD,"During this period, he published Profiles in Courage, highlighting eight instances in which U.S. Senators risked their careers by standing by their personal beliefs.",NR,0
3185,YMD,"He was honorably discharged in early 1945, just a few months before the Japanese surrendered.",NR,0
3186,YMD,"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. Truman and the rest of the Democratic Party.",NR,0
3187,YMD,"However, the U.S. Navy accepted him in September of that year.",NR,0
3188,YMD,"By the 1964 election, Reagan was an outspoken supporter of conservative Republican Barry Goldwater.",NR,0
3189,YMD,"Though these requests were initially laughed off by Reagan, he says in his autobiography, he eventually gave in, after countless sleepless nights.""""",NR,0
3190,YMD,"His paternal great-grandfather, Michael Reagan, immigrated to the United States from Ballyporeen, County Tipperary, Ireland in the 1860s.",NR,0
3191,YMD,"Prior to his immigration, the family name was spelled Regan.",NR,0
3192,YMD,"His maternal great-grandfather, John Wilson, immigrated to the United States from Paisley, Scotland in the early 1800s.",NR,0
3193,YMD,"His presidency was marked by new economic policies, dubbed Reaganomics and a confrontational foreign policy towards the Soviet Union and Socialist movements around the world.",NR,0
3194,YMD,"Reagan tried repeatedly to go overseas for combat duty, but was turned down because of his astigmatism.",NR,0
3195,YMD,"Reagan was reelected in a landslide in the 1984 presidential election, defeating Carter's Vice President Walter Mondale by winning 49 of 50 states and receiving nearly 60 percent of the popular vote.",NR,0
3196,YMD,Reagan developed an early gift for storytelling and acting.,NR,0
3197,YMD,"He was a radio announcer as an affiliate of the Chicago Cubs baseball games, getting only the bare outlines of the game from a ticker and relying on his imagination and storytelling gifts to flesh out the game.",NR,0
3198,YMD,"Once in 1934, during the ninth inning of a Cubs-St. Louis Cardinals game, the wire went dead.",NR,0
3199,YMD,Reagan smoothly improvised a fictional play-by-play (in which hitters on both teams fouled off pitches) until the wire was restored.,NR,0
3200,YMD,"When left-wing SLA terrorists kidnapped Patty Hearst in Berkeley and gave a list of demands that included free distribution of food to the poor, Reagan suggested that it would be a good time for an outbreak of botulism.",NR,0
3201,YMD,"Hodgkin and Huxley shared the prize that year with John Carew Eccles, who was cited for research on synapses.",NR,0
3202,YMD,"Hodgkin and Huxley's findings led the pair to hypothesize ion channels, which were confirmed only decades later.",NR,0
3203,YMD,He was named a first team All-American in his junior and senior seasons.,NR,0
3204,YMD,"In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. Kennedy.",NR,0
3205,YMD,"Klaas finished his career at Washington having played in 69 games, scoring ten goals and 21 assists.",NR,0
3206,YMD,"He was drafted by the San Jose Earthquakes in the third round of the 2005 MLS SuperDraft, but opted to not show up for camp, instead signing with the nearby Sounders.",NR,0
3207,YMD,"While enjoying popular but little critical success during his own lifetime, Kerouac is now considered one of America's most important authors.",NR,0
3208,YMD,"Kerouac's spontaneous, confessional language style inspired other writers, including Tom Robbins, Richard Brautigan, Hunter S. Thompson, Ken Kesey, and Bob Dylan.",NR,0
3209,YMD,"He started writing his first novel, called The Town and the City.",NR,0
3210,YMD,It was published in 1950 and earned him some respect as a writer.,NR,0
3211,YMD,"His parents, Leo-Alcide Kerouac and Gabrielle-Ange Lévesque, were natives of the province of Quebec in Canada.",NR,0
3212,YMD,"Like many other Quebecers of their generation, the Lévesques and Kerouacs were part of the Quebec emigration to New England to find employment.",NR,0
3213,YMD,Jack didn't start to learn English until the age of six.,NR,0
3214,YMD,"At home, he and his family spoke Quebec French.",NR,0
3215,YMD,"That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.",NR,0
3216,YMD,"At an early age, he was profoundly marked by the death of his elder brother Gérard, later prompting him to write the book Visions of Gerard.",NR,0
3217,YMD,He also played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League.,NR,0
3218,YMD,"Besides his film roles, he appeared on the television screen often later is his career.",NR,0
3219,YMD,"For his contribution to the television industry, J. Carrol Naish has a star on the Hollywood Walk of Fame at 6145 Hollywood Blvd.",NR,0
3220,YMD,"While Franklin was finding himself in London, Deborah married a man named John Rodgers.",NR,0
3221,YMD,This proved to be an regrettable decision.,NR,0
3222,YMD,"With Rodgers' fate unknown, and bigamy an offense punishable by public whipping and imprisonment, Deborah was not free to remarry.",NR,0
3223,YMD,When he first arrived he worked in several printer shops around town.,NR,0
3224,YMD,"However, he was not satisfied by the immediate prospects.",NR,0
3225,YMD,His wife is Barbara Bush.,NR,0
3226,YMD,"Two weeks later she married Michael Jackson on May 18, 1994.",NR,0
3227,YMD,"She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.",NR,0
3228,YMD,"Following this he returned to Philadelphia in 1726 with the help of a merchant named Thomas Denham, who gave Franklin a position as clerk, shopkeeper and bookkeeper in Denham's merchant business.",NR,0
3229,YMD,The cgs unit of electric charge has been named after him: one franklin (Fr) is equal to one statcoulomb.,NR,0
3230,YMD,"His mother, Abiah Folger, was born in Nantucket, Massachusetts on August 15, 1667, to Peter Folger, a miller and schoolteacher, and his wife Mary Morrill a former indentured servant.",NR,0
