row_idx,subject,text,task_name,label,split,fold,held_out_subject,true_label_id,pred_label_id,true_label_name,pred_label_name,prob_NR,prob_TSR,pca1,pca2
908,YDR,He predicted in America's Economic Supremacy (1900) that New York would become the world trade center.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.23460335,0.76539665,-10.732575,9.732743
909,YDR,"She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.31874457,0.6812554,-12.698298,7.493289
910,YDR,"During the 1940s, Coppola worked under Arturo Toscanini with the NBC Symphony Orchestra.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.33462554,0.6653744,-11.545289,8.09053
911,YDR,He was the younger brother of actors Lionel and Ethel Barrymore and the grandfather of Drew Barrymore.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.2526473,0.7473527,-13.507427,7.7326655
912,YDR,"They had two children, Dolores Ethel Mae Barrymore and John Drew Barrymore (father of Drew Barrymore).",TSR,1,test,5,YDR,1,1,TSR,TSR,0.24602626,0.7539738,-12.471097,8.320161
913,YDR,"When she became pregnant, Barrymore proposed marriage.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.13620497,0.86379504,-11.570946,10.367708
914,YDR,"But White intervened, and arranged for the still-teenaged Evelyn to undergo an operation for appendicitis.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.1578289,0.84217113,-14.231803,4.9803395
915,YDR,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H. Wills.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.24791493,0.7520851,-13.736864,7.312312
916,YDR,"White was later murdered by Nesbit's vengeful husband, Pittsburgh millionaire Harry K. Thaw.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.27638224,0.7236178,-13.240187,7.024096
917,YDR,"His dying words were 'Die? I should say not, dear fellow'.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.25917423,0.7408258,-13.07959,8.359888
918,YDR,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.3290826,0.67091745,-10.787047,7.7141747
919,YDR,No Barrymore would allow such a conventional thing to happen to him.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.37656257,0.6234374,-12.427036,7.4601655
920,YDR,"According to Errol Flynn's memoirs, film director Raoul Walsh 'borrowed' Barrymore's body after the funeral, and left his corpse propped in a chair for a drunken Flynn to discover when he returned home from The Cock and Bull bar.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.28562546,0.71437454,-12.933171,8.617359
921,YDR,Other accounts of this classic Hollywood tale substitute actor Peter Lorre in the place of Walsh.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.2864748,0.7135252,-13.949626,3.947627
922,YDR,He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.33269945,0.6673006,-11.024136,5.9913793
923,YDR,"He left home during the War of 1812 amd married in Rochester on November 8, 1821, Harriet Smith the daughter of Dr. Sanford Smith and Priscilla Whipple Smith.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.27294448,0.7270555,-10.504427,9.723982
924,YDR,"With the aid of an aunt, the young Clampett designed the first Mickey Mouse dolls for Walt Disney.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.2829205,0.71707946,-12.532256,7.629913
925,YDR,Henry Ford advocated long-time associate Harry Bennett to take the spot.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.2547636,0.7452364,-14.7239685,9.788698
926,YDR,She was a researcher and reporter at Thames Television [1980 to 1983].,TSR,1,test,5,YDR,1,1,TSR,TSR,0.22043087,0.7795691,-12.920388,2.534608
927,YDR,"After two years of toiling in California he began passage home, by ship, to retrieve his family in New York.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.26324433,0.73675567,-12.62561,3.663639
928,YDR,"He died, however, aboard ship and was given a sea burial.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.14532188,0.85467815,-12.862215,8.994956
929,YDR,"He was an African-American jazz trumpeter, bandleader, singer, and composer.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.24290672,0.7570933,-10.616649,7.8536887
930,YDR,"In 1962, Clampett created an animated version of the show called Beany and Cecil, which ran on ABC for five years.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.33440763,0.6655923,-11.926059,6.3836226
931,YDR,The business was dissolved in 1834 due to the difficulties in placing Long's locomotive designs into production.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.3104374,0.68956256,-11.612826,7.7532816
932,YDR,"In 1814, he was commissioned a lieutenant of engineers in the United States Army.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.3980358,0.6019642,-13.284819,5.9271364
933,YDR,"In March 1819 he married Martha Hodgkins of Philadelphia, Pennsylvania.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.18279,0.81721,-13.79529,6.3085527
934,YDR,"The following month, as a brevet major in the U.S. Army, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.31936732,0.68063265,-11.805726,8.393872
935,YDR,"The specific purpose of the voyage was to the find the sources of the Platte, Arkansas, and Red rivers.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.20629416,0.7937058,-13.37153,9.844932
936,YDR,"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.3522837,0.64771634,-14.281379,5.9449515
937,YDR,"For a time in the summer of 1823, his expedition was joined by Italian explorer Giacomo Beltrami.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.35036305,0.6496369,-11.740235,-1.3887106
938,YDR,She is the well-meaning and patient wife of Homer.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.44759017,0.5524099,-11.856677,6.7385798
939,YDR,"Her most notable physical feature is her blue hair, styled into an improbably high beehive.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.25684622,0.74315375,-11.040168,10.025341
940,YDR,"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been gray as a mule since seventeen.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.29923776,0.7007622,-13.559965,7.399279
941,YDR,"With a few exceptions, Marge spends most of her time tending to housework, minding Maggie, being supportive of Lisa, and either disciplining Bart or defending him from Homer's rage.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.2550096,0.74499035,-10.621578,11.268153
942,YDR,"She was named after Margaret Marge Groening, mother of Matt Groening, creator of The Simpsons.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.22970548,0.77029455,-11.368591,8.966008
943,YDR,"Her father, a former flight attendant (air steward), is deceased, although when or how this occurred has not been explained.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.19345778,0.80654216,-11.369374,10.396475
944,YDR,"Her disapproving mother, Jacqueline, lives on but is rarely seen.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.29536036,0.7046396,-10.6956415,8.088406
945,YDR,"All members of the Bouvier family (except, of course, Marge) smoke heavily and have gruff voices and sarcastic, snarky demeanours.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.19829099,0.80170894,-10.110766,10.446992
946,YDR,None of the other Bouvier family members approves of Marge's marriage to Homer.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.2385233,0.76147664,-11.838664,8.963912
947,YDR,"His behaviour is often oafish, clumsy, and insensitive, but he still remains lovable.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.24927658,0.7507234,-12.20351,9.46098
948,YDR,Over the years he has become one of the notable dads in television and the possible template for most bumbling albeit well-meaning fathers.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.31471375,0.6852862,-10.984088,7.3241286
949,YDR,"He spends a great deal of his time at Moe's Tavern with his lifelong friends Barney, Carl, Lenny, and bartender Moe.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.3123642,0.6876358,-11.819758,8.184062
950,YDR,"He has rage issues and has been physically and violently abusive, often towards his son, whom he has strangled and even struck on numerous occasions.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.24109109,0.7589089,-10.327707,7.837176
951,YDR,"Four months later, he was killed by a German sniper in World War II.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.35613018,0.6438698,-14.971483,3.8949943
952,YDR,"He was also the father of 3 children, including actress Drew Barrymore.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.19479753,0.8052024,-10.774908,9.420989
953,YDR,"His parents divorced when John was around 6 years old in 1935, but he claimed (most likely fallaciously) to have met his father only once.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.2166544,0.7833456,-12.745484,7.8182406
954,YDR,"John ran away at age 17 and signed a film contract, but he repeatedly abandoned leading roles and had no major film career.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.20802785,0.79197216,-12.171031,6.989654
955,YDR,"He was cremated, and the ashes were interred in the Eden Memorial Park Cemetery in Mission Hills, Los Angeles, California.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.3124463,0.68755376,-10.777372,7.428244
956,YDR,"Aged 86 at death, Groucho was the longest-lived of all the Marx brothers, though younger brother Zeppo survived him by two years.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.16382691,0.8361731,-10.990672,6.097002
957,YDR,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.29546458,0.7045354,-14.174746,7.9635444
958,YDR,"He was the best-known of modern Brazilian writers, with his work translated into some 30 languages and popularized in film, notably Dona Flor and her Two Husbands in 1978.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.21057168,0.7894283,-12.292681,6.8260617
959,YDR,"In this year, he released his first book, O País do Carnaval.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.16647147,0.8335286,-14.04114,5.528994
960,YDR,"Marvin Pierce Bush (born October 22, 1956) is the youngest son of George H. W. Bush and Barbara Pierce, and brother of George W., John (Jeb), Neil and Dorothy.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.2973556,0.7026444,-12.233879,6.547582
961,YDR,He is named for his maternal grandfather.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.18324654,0.8167535,-15.957309,5.032908
962,YDR,He became a banker in Boston and was active in the local Democratic Party.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.35123345,0.6487666,-11.372873,7.592774
963,YDR,HCC is a publicly traded insurance company on the New York Stock Exchange.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.1523159,0.8476841,-11.651121,6.980319
964,YDR,"During his seventh-grade school year, Coltrane experienced three deaths in his close-knit family; he lost his aunt, his grandfather, and his father.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.17198282,0.8280172,-10.983989,7.926698
965,YDR,Coltrane began playing music and practicing obsessively at about this time.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.21895036,0.7810496,-11.665192,8.39616
966,YDR,"Though he was active before 1955, his prime years were between 1955 and 1967, during which time he reshaped modern jazz and influenced generations of other musicians.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.29286492,0.7071351,-13.615811,2.6905444
967,YDR,He is of three quarters Irish and one quarter French descent.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.10326116,0.8967388,-14.044628,8.72057
968,YDR,"He passed away from liver disease in his home in Dix Hills, New York.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.20582607,0.7941739,-13.084457,6.121924
969,YDR,Jon is known in the NBA because of the courage and determination he shows on defense and in the clutch time.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.17934553,0.8206545,-11.141505,9.531093
970,YDR,He is a sharp shooter from the three point range and also a very accurate free throw shooter.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.35562,0.64438,-13.680939,-4.795273
971,YDR,His nickname is Johnny B. Goode.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.21193928,0.78806067,-13.260247,4.203549
972,YDR,Shortly afterwards he retired from the Army as a brevet major.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.21168216,0.7883178,-13.4352455,5.2823043
973,YDR,"In 1874, at the age of 23, Gifford was a Lieutenant in the 2nd Battalion, 24th Foot (later the South Wales Borderers), British Army during the First Ashanti Expedition, when the following deed took place for which he was awarded the Victoria Cross:",TSR,1,test,5,YDR,1,1,TSR,TSR,0.21815552,0.7818445,-12.721635,7.0714674
974,YDR,"He graduated and practiced law in a small firm which folded, then moved on to the firm of Rosenman, Colin, Kaye, Petschek and Freund, which had CBS Records as a client.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.10019698,0.89980304,-12.954355,6.9546576
975,YDR,"In the 1970s, Arista also had an extensive jazz line, most notably its Freedom imprint, concentrating on contemporary, sometimes avant-garde, musicians and widely praised reissues from the legendary Savoy label.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.26119286,0.7388071,-11.359122,8.586912
976,YDR,"She was seen as a useful conduit for contracting an alliance between Portugal and England, after the treaty of the Pyrenees in 1659 where Portugal was arguably abandoned by France.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.2959778,0.7040222,-12.852165,7.5729666
977,YDR,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.21977784,0.7802221,-13.092445,7.4183903
978,YDR,"Following the restoration of Portuguese independence from Spain, and her father's accession to the throne on December 1, 1640, Catherine was engaged to Charles II.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.22706433,0.7729356,-12.856548,8.553966
979,YDR,"Charles II married on May 3 or May 21, 1662, in Portsmouth, and her dowry brought Tangier and Bombay to British control.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.1796846,0.8203154,-13.606487,5.1386085
980,YDR,"She was not a particularly popular choice of queen, being a Roman Catholic, and her religion prevented her ever being crowned, since she could not take part in an Anglican service.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.38218024,0.6178197,-11.008143,7.0905805
981,YDR,"Despite Charles's reputation as a womaniser, Catherine never gave birth to a live heir, though she had several pregnancies, the last being in 1669.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.22614579,0.77385426,-12.017831,5.5116363
982,YDR,"Her position was a difficult one, as Charles continued to have children by his mistresses, but he insisted that she be treated with respect, and refused to divorce her.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.17158528,0.82841474,-12.81725,9.469315
983,YDR,"Following his death, Catherine remained in England through the reign of James II of England and returned to Portugal during the joint reign of William III and Mary II.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.22429836,0.77570164,-12.725001,8.323209
984,YDR,She died in Lisbon in 1705.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.14253254,0.8574675,-12.952014,8.0299425
985,YDR,Laurance married Mary French in 1934.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.21329717,0.7867029,-13.984237,5.879483
986,YDR,"Catherine introduced, and made fashionable, the custom of drinking tea in England.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.13332957,0.8666704,-14.516577,4.0035143
987,YDR,"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.2548557,0.7451443,-14.210395,9.086098
988,YDR,"She was very popular and loved by the people, and the Queens borough of New York City was named after her.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.36453262,0.6354674,-13.875358,1.1358253
989,YDR,"They had four children: Frederick Dent Grant, Ulysses S. (Buck) Grant, Jr., Ellen (Nellie) Grant, and Jesse Root Grant.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.24572767,0.75427234,-10.792803,8.836734
990,YDR,"Hamer erroneously nominated him as Ulysses Simpson Grant, and although Grant protested the change, it was difficult to resist the bureaucracy.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.36854002,0.63146,-12.147062,4.985422
991,YDR,"Upon graduation, Grant adopted the form of his new name with middle initial only, never acknowledging that the 'S' stood for Simpson.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.26953742,0.7304626,-12.822133,6.648391
992,YDR,"He graduated from West Point in 1843, ranking 21st in a class of 39.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.37001988,0.62998015,-13.686962,4.9600277
993,YDR,"At the academy, he established a reputation as a fearless and expert horseman.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.36361307,0.63638693,-12.973292,1.0001451
994,YDR,"Grant drank distilled liquor and, during the American Civil War, began smoking huge numbers of cigars (one story had it that he smoked over 10,000 in five years) which may well have contributed to his throat cancer of later life.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.26167297,0.738327,-13.22194,6.437982
995,YDR,"His father, a tanner, and his mother were born in Pennsylvania.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.19207157,0.80792844,-11.648232,7.8211184
996,YDR,Kennedy was a member of the prominent Kennedy political family.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.29177076,0.70822924,-14.28707,-1.045834
997,YDR,"Considered the icon of American liberalism, Kennedy is the youngest person ever to be elected president of the country, at the age of 43.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.23668247,0.7633175,-11.03119,7.491552
998,YDR,He was married to actress Kim Basinger from 1993 to 2002.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.18222277,0.8177773,-14.540046,10.094239
999,YDR,"During this period, he published Profiles in Courage, highlighting eight instances in which U.S. Senators risked their careers by standing by their personal beliefs.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.20766987,0.7923301,-12.468933,8.61086
1000,YDR,"He was honorably discharged in early 1945, just a few months before the Japanese surrendered.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.15957665,0.8404233,-12.413326,8.0245695
1001,YDR,"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. Truman and the rest of the Democratic Party.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.073291674,0.9267083,-11.603586,8.228037
1002,YDR,"However, the U.S. Navy accepted him in September of that year.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.21177606,0.788224,-14.130916,6.2621717
1003,YDR,"By the 1964 election, Reagan was an outspoken supporter of conservative Republican Barry Goldwater.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.24498975,0.75501025,-12.077153,7.3358617
1004,YDR,"Though these requests were initially laughed off by Reagan, he says in his autobiography, he eventually gave in, after countless sleepless nights.""""",TSR,1,test,5,YDR,1,1,TSR,TSR,0.27318898,0.726811,-11.202247,6.2001066
1005,YDR,"His paternal great-grandfather, Michael Reagan, immigrated to the United States from Ballyporeen, County Tipperary, Ireland in the 1860s.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.2498951,0.7501049,-11.436933,8.348549
1006,YDR,"Prior to his immigration, the family name was spelled Regan.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.2297219,0.7702781,-11.19577,8.499177
1007,YDR,"His maternal great-grandfather, John Wilson, immigrated to the United States from Paisley, Scotland in the early 1800s.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.3337448,0.6662552,-11.894427,5.593534
1008,YDR,"His presidency was marked by new economic policies, dubbed Reaganomics and a confrontational foreign policy towards the Soviet Union and Socialist movements around the world.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.28980696,0.710193,-11.825353,8.24821
1009,YDR,"With his interest in race cars, he formed a second company, the Henry Ford Company.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.112954214,0.88704574,-12.38675,9.956915
1010,YDR,"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.25193065,0.74806935,-12.469144,9.567878
1011,YDR,"Reagan tried repeatedly to go overseas for combat duty, but was turned down because of his astigmatism.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.25632557,0.74367446,-10.849041,9.6241
1012,YDR,"Reagan was reelected in a landslide in the 1984 presidential election, defeating Carter's Vice President Walter Mondale by winning 49 of 50 states and receiving nearly 60 percent of the popular vote.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.17302583,0.8269742,-13.5770445,11.234679
1013,YDR,Reagan developed an early gift for storytelling and acting.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.19956629,0.80043375,-15.052142,6.577136
1014,YDR,"He was a radio announcer as an affiliate of the Chicago Cubs baseball games, getting only the bare outlines of the game from a ticker and relying on his imagination and storytelling gifts to flesh out the game.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.40964696,0.5903531,-11.290066,0.5815734
1015,YDR,"Once in 1934, during the ninth inning of a Cubs-St. Louis Cardinals game, the wire went dead.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.1539576,0.84604245,-15.432766,8.402501
1016,YDR,Reagan smoothly improvised a fictional play-by-play (in which hitters on both teams fouled off pitches) until the wire was restored.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.12666336,0.8733366,-13.969082,9.810887
1017,YDR,"When left-wing SLA terrorists kidnapped Patty Hearst in Berkeley and gave a list of demands that included free distribution of food to the poor, Reagan suggested that it would be a good time for an outbreak of botulism.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.30832824,0.6916717,-12.27635,-0.906724
1018,YDR,"Hodgkin and Huxley shared the prize that year with John Carew Eccles, who was cited for research on synapses.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.10431152,0.8956885,-12.974206,11.212072
1019,YDR,"Hodgkin and Huxley's findings led the pair to hypothesize ion channels, which were confirmed only decades later.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.10151938,0.89848065,-11.10992,9.336942
1020,YDR,He was named a first team All-American in his junior and senior seasons.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.10848536,0.89151466,-15.493376,4.9813895
1021,YDR,"In particular, Baldwin is one of the most frequent hosts of Saturday Night Live, leading the show eleven times and also making cameo appearances regularly.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.242969,0.75703096,-14.653776,4.375495
1022,YDR,"In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. Kennedy.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.26571548,0.7342845,-13.421309,6.89448
1023,YDR,"Klaas finished his career at Washington having played in 69 games, scoring ten goals and 21 assists.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.21345785,0.7865421,-12.751212,6.973186
1024,YDR,"He was drafted by the San Jose Earthquakes in the third round of the 2005 MLS SuperDraft, but opted to not show up for camp, instead signing with the nearby Sounders.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.16669427,0.8333057,-14.479744,5.4553013
1025,YDR,"While enjoying popular but little critical success during his own lifetime, Kerouac is now considered one of America's most important authors.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.051734276,0.94826573,-10.489929,10.649709
1026,YDR,"Kerouac's spontaneous, confessional language style inspired other writers, including Tom Robbins, Richard Brautigan, Hunter S. Thompson, Ken Kesey, and Bob Dylan.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.2784428,0.7215572,-13.433942,5.281028
1027,YDR,"He started writing his first novel, called The Town and the City.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.14566678,0.8543332,-15.09956,7.855014
1028,YDR,It was published in 1950 and earned him some respect as a writer.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.017028533,0.9829715,-13.613412,5.2162004
1029,YDR,"His parents, Leo-Alcide Kerouac and Gabrielle-Ange Lévesque, were natives of the province of Quebec in Canada.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.105300754,0.8946993,-13.7792,11.456487
1030,YDR,"Like many other Quebecers of their generation, the Lévesques and Kerouacs were part of the Quebec emigration to New England to find employment.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.12204491,0.8779551,-12.631275,11.501725
1031,YDR,Jack didn't start to learn English until the age of six.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.042418703,0.95758134,-17.429377,3.26272
1032,YDR,He played William Barrett Travis in a movie about the Alamo called Thirteen Days of Glory.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.25283277,0.7471672,-14.012412,7.8813972
1033,YDR,"At home, he and his family spoke Quebec French.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.087915264,0.9120848,-11.065474,10.2539425
1034,YDR,"That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.23438407,0.76561594,-13.400046,7.4318876
1035,YDR,"At an early age, he was profoundly marked by the death of his elder brother Gérard, later prompting him to write the book Visions of Gerard.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.13843726,0.8615627,-14.172198,9.164956
1036,YDR,He also played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.09961539,0.9003846,-13.233594,11.052489
1037,YDR,"Besides his film roles, he appeared on the television screen often later is his career.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.08293014,0.9170699,-16.15587,8.561067
1038,YDR,"For his contribution to the television industry, J. Carrol Naish has a star on the Hollywood Walk of Fame at 6145 Hollywood Blvd.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.17833486,0.82166517,-14.612961,3.5142217
1039,YDR,"While Franklin was finding himself in London, Deborah married a man named John Rodgers.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.07734238,0.92265755,-10.0436735,12.973359
1040,YDR,This proved to be an regrettable decision.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.076437846,0.92356217,-9.435613,12.249046
1041,YDR,"With Rodgers' fate unknown, and bigamy an offense punishable by public whipping and imprisonment, Deborah was not free to remarry.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.13132997,0.86867,-12.39435,13.306422
1042,YDR,When he first arrived he worked in several printer shops around town.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.27356368,0.7264364,-13.930629,9.533098
1043,YDR,"In 1998, he began narrating the American version of the children's series Thomas the Tank Engine and Friends.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.20812337,0.7918766,-14.45864,9.436694
1044,YDR,"However, he was not satisfied by the immediate prospects.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.0809471,0.91905284,-13.976859,7.6576977
1045,YDR,His wife is Barbara Bush.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.25335354,0.7466465,-11.756566,6.713815
1046,YDR,"Two weeks later she married Michael Jackson on May 18, 1994.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.13144998,0.86855,-10.992308,12.28705
1047,YDR,"She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.169807,0.830193,-14.950893,8.316177
1048,YDR,"Following this he returned to Philadelphia in 1726 with the help of a merchant named Thomas Denham, who gave Franklin a position as clerk, shopkeeper and bookkeeper in Denham's merchant business.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.1727339,0.8272661,-13.445846,5.12288
1049,YDR,The cgs unit of electric charge has been named after him: one franklin (Fr) is equal to one statcoulomb.,TSR,1,test,5,YDR,1,1,TSR,TSR,0.12881823,0.8711817,-15.003371,6.964045
1050,YDR,"His mother, Abiah Folger, was born in Nantucket, Massachusetts on August 15, 1667, to Peter Folger, a miller and schoolteacher, and his wife Mary Morrill a former indentured servant.",TSR,1,test,5,YDR,1,1,TSR,TSR,0.10416409,0.895836,-11.940714,12.111866
